ID,Knum,CSPLIT_REC,TSD_NUM,INVOICE,LocCode,SystemDate,ApplicationDate,EventType,BGN01,SF_TRANS,STAT_FLAG,EXT,MSG1,MSG2,MSG3,MSG4,MSG5,MSG6,MSG7,MSG8,MSG9,MSG10,REQUESTED_DAYS,OFOUR_FROM,OFOUR_TO,CONFIRM_NUM,TIMEZONE,EMP_CODE,EMP_LNAME,EMP_FNAME,FIELD_CHANGED,REZ_NUM,csplitid
1800000014,037-SAMPLE1004,0,0,,4477,20260217133236,202602171332.0,1,81,,,,RA-eSignerPrint Interface,Event 2,,,,,,,,,0,,,037-SAMPLE1004,1,EMP_0068,EMP,EMP,,,0
1800000015,037-SAMPLE1004,0,0,,8046,20260218143627,202602181436.0,3,80,,,,Edi-Update,Event 3,,,,,,,,,0,,,037-SAMPLE1004,1,EMP_0097,EMP,EMP,,,0
1800000016,037-SAMPLE1004,0,0,,7656,20260219172911,202602191729.0,1,45,,,,RA-eSignerPrint Interface,Event 4,,,,,,,,,0,,,037-SAMPLE1004,1,EMP_0058,EMP,EMP,,,0
1800000017,037-SAMPLE1004,0,0,,9661,20260220095230,202602200952.0,1,92,,,,RA-eSignerPrint Interface,Event 5,,,,,,,,,0,,,037-SAMPLE1004,1,EMP_0049,EMP,EMP,,,0
1800000018,037-SAMPLE1004,0,0,,4451,20260221175634,202602211756.0,4,5,,,,Loc-Contact,Event 6,,,,,,,,,0,,,037-SAMPLE1004,1,EMP_0094,EMP,EMP,,,0
1800000019,037-SAMPLE1005,0,0,,1891,20260216123621,202602161236.0,4,3,,,,Loc-Contact,Initial contact,,,,,,,,,0,,,037-SAMPLE1005,1,EMP_0046,EMP,EMP,,,0
1800000020,037-SAMPLE1005,0,0,,5914,20260217145451,202602171454.0,4,35,,,,Loc-Contact,Event 2,,,,,,,,,0,,,037-SAMPLE1005,1,EMP_0023,EMP,EMP,,,0
1800000021,037-SAMPLE1005,0,0,,4558,20260218114240,202602181142.0,1,15,,,,RA-eSignerPrint Interface,Event 3,,,,,,,,,0,,,037-SAMPLE1005,1,EMP_0003,EMP,EMP,,,0
1800000022,037-SAMPLE1005,0,0,,7837,20260219170556,202602191705.0,0,73,,,,Rez-CDP Messaging,Event 4,,,,,,,,,0,,,037-SAMPLE1005,1,EMP_0079,EMP,EMP,,,0
1800000023,037-SAMPLE1005,0,0,,4216,20260220130724,202602201307.0,4,85,,,,Loc-Contact,Event 5,,,,,,,,,0,,,037-SAMPLE1005,1,EMP_0089,EMP,EMP,,,0
1800000024,037-SAMPLE1005,0,0,,8264,20260221114105,202602211141.0,1,36,,,,RA-eSignerPrint Interface,Event 6,,,,,,,,,0,,,037-SAMPLE1005,1,EMP_0024,EMP,EMP,,,0
1800000025,037-SAMPLE1006,0,0,,3523,20260105144440,202601051444.0,0,33,,,,Rez-CDP Messaging,Initial contact,,,,,,,,,0,,,037-SAMPLE1006,1,EMP_0033,EMP,EMP,,,0
1800000026,037-SAMPLE1006,0,0,,361,20260106151227,202601061512.0,1,2,,,,RA-eSignerPrint Interface,Event 2,,,,,,,,,0,,,037-SAMPLE1006,1,EMP_0086,EMP,EMP,,,0
1800000027,037-SAMPLE1006,0,0,,4469,20260107093701,202601070937.0,1,65,,,,RA-eSignerPrint Interface,Event 3,,,,,,,,,0,,,037-SAMPLE1006,1,EMP_0022,EMP,EMP,,,0
1800000028,037-SAMPLE1006,0,0,,2763,20260108165954,202601081659.0,1,76,,,,RA-eSignerPrint Interface,Event 4,,,,,,,,,0,,,037-SAMPLE1006,1,EMP_0047,EMP,EMP,,,0
1800000029,037-SAMPLE1006,0,0,,4757,20260109181610,202601091816.0,4,92,,,,Loc-Contact,Event 5,,,,,,,,,0,,,037-SAMPLE1006,1,EMP_0082,EMP,EMP,,,0
1800000030,037-SAMPLE1007,0,0,,8221,20260216121907,202602161219.0,1,37,,,,RA-eSignerPrint Interface,Initial contact,,,,,,,,,0,,,037-SAMPLE1007,1,EMP_0019,EMP,EMP,,,0
1800000031,037-SAMPLE1007,0,0,,7581,20260217084946,202602170849.0,4,85,,,,Loc-Contact,Event 2,,,,,,,,,0,,,037-SAMPLE1007,1,EMP_0076,EMP,EMP,,,0
1800000032,037-SAMPLE1007,0,0,,5440,20260218133517,202602181335.0,4,96,,,,Loc-Contact,Event 3,,,,,,,,,0,,,037-SAMPLE1007,1,EMP_0050,EMP,EMP,,,0
1800000033,037-SAMPLE1007,0,0,,7338,20260219152829,202602191528.0,4,92,,,,Loc-Contact,Event 4,,,,,,,,,0,,,037-SAMPLE1007,1,EMP_0033,EMP,EMP,,,0
1800000034,037-SAMPLE1007,0,0,,435,20260220142641,202602201426.0,4,39,,,,Loc-Contact,Event 5,,,,,,,,,0,,,037-SAMPLE1007,1,EMP_0038,EMP,EMP,,,0
1800000035,037-SAMPLE1007,0,0,,2170,20260221170243,202602211702.0,1,26,,,,RA-eSignerPrint Interface,Event 6,,,,,,,,,0,,,037-SAMPLE1007,1,EMP_0040,EMP,EMP,,,0
1800000036,037-SAMPLE1008,0,0,,1695,20260216171738,202602161717.0,0,75,,,,Rez-CDP Messaging,Initial contact,,,,,,,,,0,,,037-SAMPLE1008,1,EMP_0057,EMP,EMP,,,0
1800000037,037-SAMPLE1008,0,0,,4747,20260217102350,202602171023.0,3,30,,,,Edi-Update,Event 2,,,,,,,,,0,,,037-SAMPLE1008,1,EMP_0086,EMP,EMP,,,0
1800000038,037-SAMPLE1008,0,0,,5930,20260218154116,202602181541.0,3,89,,,,Edi-Update,Event 3,,,,,,,,,0,,,037-SAMPLE1008,1,EMP_0036,EMP,EMP,,,0
1800000039,037-SAMPLE1008,0,0,,5390,20260219140554,202602191405.0,3,71,,,,Edi-Update,Event 4,,,,,,,,,0,,,037-SAMPLE1008,1,EMP_0009,EMP,EMP,,,0
1800000040,037-SAMPLE1008,0,0,,2785,20260220095105,202602200951.0,3,44,,,,Edi-Update,Event 5,,,,,,,,,0,,,037-SAMPLE1008,1,EMP_0075,EMP,EMP,,,0
1800000041,037-SAMPLE1008,0,0,,2558,20260221182210,202602211822.0,1,98,,,,RA-eSignerPrint Interface,Event 6,,,,,,,,,0,,,037-SAMPLE1008,1,EMP_0038,EMP,EMP,,,0
1800000042,037-SAMPLE1009,0,0,,355,20260216124207,202602161242.0,4,94,,,,Loc-Contact,Initial contact,,,,,,,,,0,,,037-SAMPLE1009,1,EMP_0058,EMP,EMP,,,0
1800000043,037-SAMPLE1009,0,0,,5272,20260217112317,202602171123.0,1,7,,,,RA-eSignerPrint Interface,Event 2,Converted,,,,,,,,0,,,037-SAMPLE1009,1,EMP_0002,EMP,EMP,,,0
1800000044,037-SAMPLE1010,0,0,,7156,20260209094111,202602090941.0,0,66,,,,Rez-CDP Messaging,Initial contact,,,,,,,,,0,,,037-SAMPLE1010,1,EMP_0029,EMP,EMP,,,0
1800000045,037-SAMPLE1010,0,0,,6132,20260210135404,202602101354.0,0,29,,,,Rez-CDP Messaging,Event 2,,,,,,,,,0,,,037-SAMPLE1010,1,EMP_0098,EMP,EMP,,,0
1800000046,037-SAMPLE1010,0,0,,7708,20260211152559,202602111525.0,4,39,,,,Loc-Contact,Event 3,,,,,,,,,0,,,037-SAMPLE1010,1,EMP_0017,EMP,EMP,,,0
1800000047,037-SAMPLE1010,0,0,,4673,20260212164833,202602121648.0,3,71,,,,Edi-Update,Event 4,,,,,,,,,0,,,037-SAMPLE1010,1,EMP_0063,EMP,EMP,,,0
1800000048,037-SAMPLE1010,0,0,,3533,20260213125429,202602131254.0,3,33,,,,Edi-Update,Event 5,,,,,,,,,0,,,037-SAMPLE1010,1,EMP_0051,EMP,EMP,,,0
1800000049,037-SAMPLE1011,0,0,,4189,20260112110136,202601121101.0,4,18,,,,Loc-Contact,Initial contact,,,,,,,,,0,,,037-SAMPLE1011,1,EMP_0003,EMP,EMP,,,0
1800000050,037-SAMPLE1011,0,0,,4240,20260113082947,202601130829.0,0,22,,,,Rez-CDP Messaging,Event 2,,,,,,,,,0,,,037-SAMPLE1011,1,EMP_0015,EMP,EMP,,,0
1800000051,037-SAMPLE1011,0,0,,2377,20260114104432,202601141044.0,0,15,,,,Rez-CDP Messaging,Event 3,,,,,,,,,0,,,037-SAMPLE1011,1,EMP_0016,EMP,EMP,,,0
1800000052,037-SAMPLE1011,0,0,,871,20260115090649,202601150906.0,1,73,,,,RA-eSignerPrint Interface,Event 4,,,,,,,,,0,,,037-SAMPLE1011,1,EMP_0081,EMP,EMP,,,0
1800000053,037-SAMPLE1011,0,0,,6595,20260116175314,202601161753.0,1,95,,,,RA-eSignerPrint Interface,Event 5,,,,,,,,,0,,,037-SAMPLE1011,1,EMP_0073,EMP,EMP,,,0
1800000054,037-SAMPLE1011,0,0,,4354,20260117101322,202601171013.0,4,73,,,,Loc-Contact,Event 6,,,,,,,,,0,,,037-SAMPLE1011,1,EMP_0065,EMP,EMP,,,0
1800000055,037-SAMPLE1011,0,0,,6977,20260118132611,202601181326.0,3,6,,,,Edi-Update,Event 7,,,,,,,,,0,,,037-SAMPLE1011,1,EMP_0083,EMP,EMP,,,0
1800000056,037-SAMPLE1012,0,0,,3665,20260216101747,202602161017.0,0,77,,,,Rez-CDP Messaging,Initial contact,,,,,,,,,0,,,037-SAMPLE1012,1,EMP_0038,EMP,EMP,,,0
1800000057,037-SAMPLE1012,0,0,,4468,20260217145004,202602171450.0,0,82,,,,Rez-CDP Messaging,Event 2,,,,,,,,,0,,,037-SAMPLE1012,1,EMP_0047,EMP,EMP,,,0
1800000058,037-SAMPLE1012,0,0,,1119,20260218104556,202602181045.0,4,80,,,,Loc-Contact,Event 3,,,,,,,,,0,,,037-SAMPLE1012,1,EMP_0078,EMP,EMP,,,0
1800000059,037-SAMPLE1012,0,0,,8740,20260219161532,202602191615.0,3,64,,,,Edi-Update,Event 4,,,,,,,,,0,,,037-SAMPLE1012,1,EMP_0035,EMP,EMP,,,0
1800000060,037-SAMPLE1013,0,0,,2376,20260202091551,202602020915.0,0,87,,,,Rez-CDP Messaging,Initial contact,,,,,,,,,0,,,037-SAMPLE1013,1,EMP_0003,EMP,EMP,,,0
1800000061,037-SAMPLE1013,0,0,,3708,20260203103009,202602031030.0,3,36,,,,Edi-Update,Event 2,,,,,,,,,0,,,037-SAMPLE1013,1,EMP_0100,EMP,EMP,,,0
1800000062,037-SAMPLE1013,0,0,,9735,20260204092921,202602040929.0,3,41,,,,Edi-Update,Event 3,,,,,,,,,0,,,037-SAMPLE1013,1,EMP_0070,EMP,EMP,,,0
1800000063,037-SAMPLE1013,0,0,,6566,20260205182817,202602051828.0,0,86,,,,Rez-CDP Messaging,Event 4,,,,,,,,,0,,,037-SAMPLE1013,1,EMP_0086,EMP,EMP,,,0
1800000064,037-SAMPLE1013,0,0,,9829,20260206113148,202602061131.0,3,42,,,,Edi-Update,Event 5,,,,,,,,,0,,,037-SAMPLE1013,1,EMP_0087,EMP,EMP,,,0
1800000065,037-SAMPLE1013,0,0,,4317,20260207162426,202602071624.0,1,96,,,,RA-eSignerPrint Interface,Event 6,,,,,,,,,0,,,037-SAMPLE1013,1,EMP_0070,EMP,EMP,,,0
1800000066,037-SAMPLE1013,0,0,,7101,20260208092507,202602080925.0,1,20,,,,RA-eSignerPrint Interface,Event 7,,,,,,,,,0,,,037-SAMPLE1013,1,EMP_0053,EMP,EMP,,,0
1800000067,037-SAMPLE1014,0,0,,7992,20260216080523,202602160805.0,0,44,,,,Rez-CDP Messaging,Initial contact,,,,,,,,,0,,,037-SAMPLE1014,1,EMP_0076,EMP,EMP,,,0
1800000068,037-SAMPLE1014,0,0,,7073,20260217175337,202602171753.0,4,95,,,,Loc-Contact,Event 2,,,,,,,,,0,,,037-SAMPLE1014,1,EMP_0018,EMP,EMP,,,0
1800000069,037-SAMPLE1014,0,0,,8714,20260218174147,202602181741.0,3,44,,,,Edi-Update,Event 3,Converted,,,,,,,,0,,,037-SAMPLE1014,1,EMP_0079,EMP,EMP,,,0
1800000070,037-SAMPLE1015,0,0,,9694,20260216103723,202602161037.0,1,60,,,,RA-eSignerPrint Interface,Initial contact,,,,,,,,,0,,,037-SAMPLE1015,1,EMP_0078,EMP,EMP,,,0
1800000071,037-SAMPLE1015,0,0,,4087,20260217155325,202602171553.0,4,78,,,,Loc-Contact,Event 2,,,,,,,,,0,,,037-SAMPLE1015,1,EMP_0055,EMP,EMP,,,0
1800000072,037-SAMPLE1015,0,0,,7876,20260218135510,202602181355.0,0,20,,,,Rez-CDP Messaging,Event 3,,,,,,,,,0,,,037-SAMPLE1015,1,EMP_0004,EMP,EMP,,,0
1800000073,037-SAMPLE1015,0,0,,3617,20260219181714,202602191817.0,4,16,,,,Loc-Contact,Event 4,,,,,,,,,0,,,037-SAMPLE1015,1,EMP_0006,EMP,EMP,,,0
1800000074,037-SAMPLE1015,0,0,,8583,20260220120823,202602201208.0,0,3,,,,Rez-CDP Messaging,Event 5,,,,,,,,,0,,,037-SAMPLE1015,1,EMP_0006,EMP,EMP,,,0
1800000075,037-SAMPLE1015,0,0,,7034,20260221123911,202602211239.0,4,25,,,,Loc-Contact,Event 6,Converted,,,,,,,,0,,,037-SAMPLE1015,1,EMP_0075,EMP,EMP,,,0
1800000076,037-SAMPLE1016,0,0,,4407,20260216153453,202602161534.0,0,78,,,,Rez-CDP Messaging,Initial contact,,,,,,,,,0,,,037-SAMPLE1016,1,EMP_0065,EMP,EMP,,,0
1800000077,037-SAMPLE1016,0,0,,5216,20260217162324,202602171623.0,0,67,,,,Rez-CDP Messaging,Event 2,,,,,,,,,0,,,037-SAMPLE1016,1,EMP_0011,EMP,EMP,,,0
1800000078,037-SAMPLE1016,0,0,,7979,20260218130809,202602181308.0,0,58,,,,Rez-CDP Messaging,Event 3,,,,,,,,,0,,,037-SAMPLE1016,1,EMP_0037,EMP,EMP,,,0
1800000079,037-SAMPLE1016,0,0,,5848,20260219163750,202602191637.0,3,23,,,,Edi-Update,Event 4,,,,,,,,,0,,,037-SAMPLE1016,1,EMP_0011,EMP,EMP,,,0
1800000080,037-SAMPLE1016,0,0,,291,20260220171400,202602201714.0,3,37,,,,Edi-Update,Event 5,,,,,,,,,0,,,037-SAMPLE1016,1,EMP_0059,EMP,EMP,,,0
1800000081,037-SAMPLE1016,0,0,,2681,20260221153243,202602211532.0,1,84,,,,RA-eSignerPrint Interface,Event 6,,,,,,,,,0,,,037-SAMPLE1016,1,EMP_0038,EMP,EMP,,,0
1800000082,037-SAMPLE1016,0,0,,3285,20260222130303,202602221303.0,3,33,,,,Edi-Update,Event 7,,,,,,,,,0,,,037-SAMPLE1016,1,EMP_0071,EMP,EMP,,,0
1800000083,037-SAMPLE1017,0,0,,8762,20260216145055,202602161450.0,4,48,,,,Loc-Contact,Initial contact,,,,,,,,,0,,,037-SAMPLE1017,1,EMP_0070,EMP,EMP,,,0
1800000084,037-SAMPLE1017,0,0,,4126,20260217083204,202602170832.0,4,88,,,,Loc-Contact,Event 2,,,,,,,,,0,,,037-SAMPLE1017,1,EMP_0086,EMP,EMP,,,0
1800000085,037-SAMPLE1017,0,0,,7967,20260218144957,202602181449.0,3,50,,,,Edi-Update,Event 3,,,,,,,,,0,,,037-SAMPLE1017,1,EMP_0034,EMP,EMP,,,0
1800000086,037-SAMPLE1017,0,0,,9714,20260219143751,202602191437.0,1,56,,,,RA-eSignerPrint Interface,Event 4,,,,,,,,,0,,,037-SAMPLE1017,1,EMP_0029,EMP,EMP,,,0
1800000087,037-SAMPLE1017,0,0,,1778,20260220181626,202602201816.0,4,52,,,,Loc-Contact,Event 5,,,,,,,,,0,,,037-SAMPLE1017,1,EMP_0098,EMP,EMP,,,0
1800000088,037-SAMPLE1017,0,0,,2849,20260221083516,202602210835.0,3,1,,,,Edi-Update,Event 6,,,,,,,,,0,,,037-SAMPLE1017,1,EMP_0076,EMP,EMP,,,0
1800000089,037-SAMPLE1017,0,0,,963,20260222122331,202602221223.0,3,45,,,,Edi-Update,Event 7,,,,,,,,,0,,,037-SAMPLE1017,1,EMP_0043,EMP,EMP,,,0
1800000090,037-SAMPLE1017,0,0,,5434,20260223101403,202602231014.0,0,7,,,,Rez-CDP Messaging,Event 8,Converted,,,,,,,,0,,,037-SAMPLE1017,1,EMP_0037,EMP,EMP,,,0
1800000091,037-SAMPLE1018,0,0,,8176,20260112154421,202601121544.0,1,80,,,,RA-eSignerPrint Interface,Initial contact,,,,,,,,,0,,,037-SAMPLE1018,1,EMP_0037,EMP,EMP,,,0
1800000092,037-SAMPLE1018,0,0,,9412,20260113173926,202601131739.0,1,5,,,,RA-eSignerPrint Interface,Event 2,,,,,,,,,0,,,037-SAMPLE1018,1,EMP_0046,EMP,EMP,,,0
1800000093,037-SAMPLE1018,0,0,,8828,20260114145941,202601141459.0,4,25,,,,Loc-Contact,Event 3,,,,,,,,,0,,,037-SAMPLE1018,1,EMP_0044,EMP,EMP,,,0
1800000094,037-SAMPLE1018,0,0,,5911,20260115153758,202601151537.0,3,14,,,,Edi-Update,Event 4,,,,,,,,,0,,,037-SAMPLE1018,1,EMP_0089,EMP,EMP,,,0
1800000095,037-SAMPLE1018,0,0,,5310,20260116150808,202601161508.0,4,93,,,,Loc-Contact,Event 5,,,,,,,,,0,,,037-SAMPLE1018,1,EMP_0069,EMP,EMP,,,0
1800000096,037-SAMPLE1019,0,0,,5926,20260216122927,202602161229.0,1,67,,,,RA-eSignerPrint Interface,Initial contact,,,,,,,,,0,,,037-SAMPLE1019,1,EMP_0090,EMP,EMP,,,0
1800000097,037-SAMPLE1019,0,0,,1341,20260217111617,202602171116.0,4,50,,,,Loc-Contact,Event 2,,,,,,,,,0,,,037-SAMPLE1019,1,EMP_0064,EMP,EMP,,,0
1800000098,037-SAMPLE1019,0,0,,4935,20260218082622,202602180826.0,4,33,,,,Loc-Contact,Event 3,,,,,,,,,0,,,037-SAMPLE1019,1,EMP_0074,EMP,EMP,,,0
1800000099,037-SAMPLE1019,0,0,,885,20260219140053,202602191400.0,0,33,,,,Rez-CDP Messaging,Event 4,,,,,,,,,0,,,037-SAMPLE1019,1,EMP_0039,EMP,EMP,,,0
1800000100,037-SAMPLE1019,0,0,,1421,20260220081058,202602200810.0,0,60,,,,Rez-CDP Messaging,Event 5,,,,,,,,,0,,,037-SAMPLE1019,1,EMP_0093,EMP,EMP,,,0
1800000101,037-SAMPLE1019,0,0,,4394,20260221115003,202602211150.0,4,70,,,,Loc-Contact,Event 6,,,,,,,,,0,,,037-SAMPLE1019,1,EMP_0057,EMP,EMP,,,0
1800000102,037-SAMPLE1019,0,0,,2252,20260222131119,202602221311.0,3,96,,,,Edi-Update,Event 7,,,,,,,,,0,,,037-SAMPLE1019,1,EMP_0046,EMP,EMP,,,0
1800000103,037-SAMPLE1020,0,0,,5212,20260126160903,202601261609.0,1,24,,,,RA-eSignerPrint Interface,Initial contact,,,,,,,,,0,,,037-SAMPLE1020,1,EMP_0061,EMP,EMP,,,0
1800000104,037-SAMPLE1020,0,0,,5568,20260127112824,202601271128.0,3,49,,,,Edi-Update,Event 2,,,,,,,,,0,,,037-SAMPLE1020,1,EMP_0091,EMP,EMP,,,0
1800000105,037-SAMPLE1020,0,0,,9226,20260128082607,202601280826.0,1,44,,,,RA-eSignerPrint Interface,Event 3,,,,,,,,,0,,,037-SAMPLE1020,1,EMP_0013,EMP,EMP,,,0
1800000106,037-SAMPLE1020,0,0,,8567,20260128173952,202601281739.0,4,96,,,,Loc-Contact,Event 4,,,,,,,,,0,,,037-SAMPLE1020,1,EMP_0029,EMP,EMP,,,0
1800000107,037-SAMPLE1020,0,0,,4545,20260128081146,202601280811.0,0,26,,,,Rez-CDP Messaging,Event 5,Converted,,,,,,,,0,,,037-SAMPLE1020,1,EMP_0009,EMP,EMP,,,0
1800000108,037-SAMPLE1021,0,0,,4670,20260216100527,202602161005.0,3,62,,,,Edi-Update,Initial contact,,,,,,,,,0,,,037-SAMPLE1021,1,EMP_0064,EMP,EMP,,,0
1800000109,037-SAMPLE1021,0,0,,9549,20260217122140,202602171221.0,4,80,,,,Loc-Contact,Event 2,,,,,,,,,0,,,037-SAMPLE1021,1,EMP_0044,EMP,EMP,,,0
1800000110,037-SAMPLE1021,0,0,,1690,20260218091624,202602180916.0,1,82,,,,RA-eSignerPrint Interface,Event 3,,,,,,,,,0,,,037-SAMPLE1021,1,EMP_0029,EMP,EMP,,,0
1800000111,037-SAMPLE1021,0,0,,6623,20260219095526,202602190955.0,0,69,,,,Rez-CDP Messaging,Event 4,,,,,,,,,0,,,037-SAMPLE1021,1,EMP_0007,EMP,EMP,,,0
1800000112,037-SAMPLE1021,0,0,,5700,20260220082239,202602200822.0,3,40,,,,Edi-Update,Event 5,Converted,,,,,,,,0,,,037-SAMPLE1021,1,EMP_0068,EMP,EMP,,,0
1800000113,037-SAMPLE1022,0,0,,9211,20260119185827,202601191858.0,0,41,,,,Rez-CDP Messaging,Initial contact,,,,,,,,,0,,,037-SAMPLE1022,1,EMP_0094,EMP,EMP,,,0
1800000114,037-SAMPLE1022,0,0,,4991,20260120180757,202601201807.0,1,32,,,,RA-eSignerPrint Interface,Event 2,,,,,,,,,0,,,037-SAMPLE1022,1,EMP_0026,EMP,EMP,,,0
1800000115,037-SAMPLE1022,0,0,,6921,20260121113047,202601211130.0,1,2,,,,RA-eSignerPrint Interface,Event 3,,,,,,,,,0,,,037-SAMPLE1022,1,EMP_0099,EMP,EMP,,,0
1800000116,037-SAMPLE1022,0,0,,4953,20260122134047,202601221340.0,0,73,,,,Rez-CDP Messaging,Event 4,,,,,,,,,0,,,037-SAMPLE1022,1,EMP_0086,EMP,EMP,,,0
1800000117,037-SAMPLE1022,0,0,,7193,20260123172805,202601231728.0,1,68,,,,RA-eSignerPrint Interface,Event 5,,,,,,,,,0,,,037-SAMPLE1022,1,EMP_0048,EMP,EMP,,,0
1800000118,037-SAMPLE1022,0,0,,5500,20260124111248,202601241112.0,4,84,,,,Loc-Contact,Event 6,,,,,,,,,0,,,037-SAMPLE1022,1,EMP_0060,EMP,EMP,,,0
1800000119,037-SAMPLE1022,0,0,,7239,20260125173620,202601251736.0,4,63,,,,Loc-Contact,Event 7,,,,,,,,,0,,,037-SAMPLE1022,1,EMP_0038,EMP,EMP,,,0
1800000120,037-SAMPLE1023,0,0,,5940,20260119080844,202601190808.0,0,72,,,,Rez-CDP Messaging,Initial contact,,,,,,,,,0,,,037-SAMPLE1023,1,EMP_0054,EMP,EMP,,,0
1800000121,037-SAMPLE1023,0,0,,7626,20260120174419,202601201744.0,4,99,,,,Loc-Contact,Event 2,,,,,,,,,0,,,037-SAMPLE1023,1,EMP_0010,EMP,EMP,,,0
1800000122,037-SAMPLE1023,0,0,,3399,20260121104352,202601211043.0,0,30,,,,Rez-CDP Messaging,Event 3,,,,,,,,,0,,,037-SAMPLE1023,1,EMP_0087,EMP,EMP,,,0
1800000123,037-SAMPLE1023,0,0,,9667,20260122172139,202601221721.0,3,85,,,,Edi-Update,Event 4,,,,,,,,,0,,,037-SAMPLE1023,1,EMP_0070,EMP,EMP,,,0
1800000124,037-SAMPLE1023,0,0,,2128,20260123090715,202601230907.0,3,52,,,,Edi-Update,Event 5,,,,,,,,,0,,,037-SAMPLE1023,1,EMP_0042,EMP,EMP,,,0
1800000125,037-SAMPLE1023,0,0,,4113,20260124080810,202601240808.0,3,47,,,,Edi-Update,Event 6,,,,,,,,,0,,,037-SAMPLE1023,1,EMP_0092,EMP,EMP,,,0
1800000126,037-SAMPLE1023,0,0,,7544,20260125115143,202601251151.0,4,40,,,,Loc-Contact,Event 7,,,,,,,,,0,,,037-SAMPLE1023,1,EMP_0064,EMP,EMP,,,0
1800000127,037-SAMPLE1023,0,0,,5665,20260126131126,202601261311.0,1,11,,,,RA-eSignerPrint Interface,Event 8,Converted,,,,,,,,0,,,037-SAMPLE1023,1,EMP_0038,EMP,EMP,,,0
1800000128,037-SAMPLE1024,0,0,,7087,20260216081650,202602160816.0,4,65,,,,Loc-Contact,Initial contact,,,,,,,,,0,,,037-SAMPLE1024,1,EMP_0005,EMP,EMP,,,0
1800000129,037-SAMPLE1024,0,0,,8312,20260217083747,202602170837.0,4,61,,,,Loc-Contact,Event 2,,,,,,,,,0,,,037-SAMPLE1024,1,EMP_0070,EMP,EMP,,,0
