CONFIRM_NUM,RENTER_LAST,CLAIM,CDP,CDP NAME,Week Of,INIT_DATE,HTZREGION,SET_STATE,ZONE,AREA_MGR,GENERAL_MGR,RENT_LOC,RES_ID,RENT_IND,CANCEL_ID,UNUSED_IND,CONTACT_GROUP,New Contact Group,CONTACT RANGE,ADJ LNAME,ADJ FNAME,BODY SHOP,CODE,KNUM,MONTH,ZIP,CANCEL REASON,INIT_DT_FINAL,DT_FROM_ALPHA1,DAY_DIF,HRS_DIF,MIN_DIF,MMR
037-SAMPLE0275,CUSTOMER_0041,CLAIM_0300,1238321,CDP_0091,2025-11-17,2025-11-18,EASTERN,PA,MA,AREA_MGR_0029,GEN_MGR_0033,6823-08    - PLEASANT HILLS HLE,1,0,1,0,NO CONTACT,NO CONTACT,NO CONTACT,,ADJUSTER_0072,BODY_SHOP_0103,STF02,037-SAMPLE0102,202511,ZIP_0052, ,2025-11-18 09:46:00,,,,,NO MMR
037-SAMPLE0289,CUSTOMER_0019,CLAIM_0078,1162232,CDP_0094,2025-11-17,2025-11-19,EASTERN,DE,NY,AREA_MGR_0038,GEN_MGR_0028,5818-11    - DOVER HLE,1,0,0,1,HRD - OKC,HRD - OKC,(b)31min - 1hr,,ADJUSTER_0129,BODY_SHOP_0187,STF02,037-SAMPLE0110,202511,ZIP_0061, ,2025-11-19 10:52:00,2025-11-19 11:42:00,0.0,1.0,50.0,NO MMR
037-SAMPLE0150,CUSTOMER_0168,CLAIM_0208,1835059,CDP_0068,2025-11-03,2025-11-04,EASTERN,FL,FL,AREA_MGR_0035,GEN_MGR_0069,7419-01    - CORAL SPRINGS HLE,1,0,1,0,HRD - OKC,HRD - OKC,(c)1-3 hrs,,ADJUSTER_0160,BODY_SHOP_0001,PRO01,037-SAMPLE0058,202511,ZIP_0122,CUSTOMER CANCELLED,2025-11-04 11:15:00,2025-11-04 12:16:00,0.0,1.0,61.0,NO MMR
037-SAMPLE0375,CUSTOMER_0262,CLAIM_0102,1238321,CDP_0091,2025-12-01,2025-11-30,EASTERN,GA,SE,AREA_MGR_0065,GEN_MGR_0067,5642-34    - ALPHARETTA MARRIOTT HLE,1,0,0,1,COUNTER,COUNTER,(f)12-24 hrs,,ADJUSTER_0072,BODY_SHOP_0231,STF02,037-SAMPLE0162,202511,ZIP_0097, ,2025-11-30 16:48:00,2025-12-01 07:10:00,1.0,15.0,862.0,MMR
037-SAMPLE0344,CUSTOMER_0314,CLAIM_0148,1238321,CDP_0091,2025-11-24,2025-11-25,CENTRAL,KY,NC,AREA_MGR_0020,GEN_MGR_0027,5420-16    - HURSTBOURNE HLE,1,0,0,1,COUNTER,COUNTER,(a)<30min,,ADJUSTER_0072,BODY_SHOP_0174,STF02,037-SAMPLE0137,202511,ZIP_0150, ,2025-11-25 11:43:00,2025-11-25 12:02:00,0.0,1.0,19.0,NO MMR
037-SAMPLE0318,CUSTOMER_0325,CLAIM_0435,1954483,CDP_0026,2025-11-17,2025-11-21,CENTRAL,MI,NC,AREA_MGR_0011,GEN_MGR_0039,6942-15    - BISHOP INTERNATIONAL AP,1,0,1,0,COUNTER,COUNTER,(a)<30min,,ADJUSTER_0167,,HAN01,037-SAMPLE0125,202511,ZIP_0174,CUSTOMER CANCELLED,2025-11-21 16:24:00,2025-11-21 16:42:00,0.0,0.0,18.0,NO MMR
037-SAMPLE0182,CUSTOMER_0126,CLAIM_0349,1238321,CDP_0091,2025-11-03,2025-11-07,CENTRAL,WI,MW,AREA_MGR_0101,GEN_MGR_0023,5303-05    - MADISON HLE,1,0,1,0,COUNTER,COUNTER,(a)<30min,,ADJUSTER_0072,BODY_SHOP_0008,STF02,037-SAMPLE0068,202511,ZIP_0180, ,2025-11-07 15:24:00,2025-11-07 15:44:00,0.0,0.0,20.0,NO MMR
037-SAMPLE0450,CUSTOMER_0047,CLAIM_0140,1238321,CDP_0091,2025-12-08,2025-12-09,CENTRAL,IN,NC,AREA_MGR_0066,GEN_MGR_0027,5496-15    - MISHAWAKA HLE,1,0,0,1,HRD - OKC,HRD - OKC,(b)31min - 1hr,,ADJUSTER_0072,BODY_SHOP_0044,STF02,037-SAMPLE0185,202512,ZIP_0166, ,2025-12-09 12:51:00,2025-12-09 13:27:00,0.0,1.0,36.0,NO MMR
037-SAMPLE0177,CUSTOMER_0425,CLAIM_0362,1162232,CDP_0094,2025-11-03,2025-11-07,CENTRAL,TX,SW,AREA_MGR_0050,GEN_MGR_0070,7653-02    - DEZAVALA HLE,1,0,1,0,HRD - OKC,HRD - OKC,(e)6-12 hrs,,ADJUSTER_0070,,STF02,037-SAMPLE0066,202511,ZIP_0257, ,2025-11-07 01:13:00,2025-11-07 09:49:00,0.0,8.0,516.0,NO MMR
037-SAMPLE0048,CUSTOMER_0276,CLAIM_0477,2254353,CDP_0095,2025-12-15,2025-12-16,WESTERN,CA,SPAC,AREA_MGR_0009,GEN_MGR_0056,5733-01    - PICO RIVERA HLE,1,0,1,0,NO CONTACT,NO CONTACT,NO CONTACT,,ADJUSTER_0092,BODY_SHOP_0278,GNL01,037-SAMPLE0014,202512,ZIP_0296,MERGE RESERVATION,2025-12-16 16:57:00,,,,,NO MMR
037-SAMPLE0401,CUSTOMER_0160,CLAIM_0177,1238321,CDP_0091,2025-12-01,2025-12-02,EASTERN,MD,MA,AREA_MGR_0113,GEN_MGR_0030,5894-02    - ODONNELL CATONSVILLE,1,0,1,0,HRD - OKC,HRD - OKC,(b)31min - 1hr,,ADJUSTER_0072,BODY_SHOP_0157,STF02,037-SAMPLE0170,202512,ZIP_0068, ,2025-12-02 12:23:00,2025-12-02 13:18:00,0.0,1.0,55.0,NO MMR
037-SAMPLE0391,CUSTOMER_0379,CLAIM_0417,1238321,CDP_0091,2025-12-01,2025-12-01,WESTERN,CA,SPAC,,GEN_MGR_0036,7141-01    - PLACENTIA HLE,1,0,1,0,COUNTER,COUNTER,(f)12-24 hrs,,ADJUSTER_0072,BODY_SHOP_0113,STF02,037-SAMPLE0167,202512,ZIP_0324, ,2025-12-01 19:05:00,2025-12-02 10:33:00,1.0,15.0,928.0,NO MMR
037-SAMPLE0038,CUSTOMER_0150,CLAIM_0255,1238321,CDP_0091,2025-12-15,2025-12-15,EASTERN,NJ,NY,AREA_MGR_0038,GEN_MGR_0028,5922-02    - LAWRENCEVILLE HLE,1,0,1,0,COUNTER,COUNTER,(a)<30min,,ADJUSTER_0072,BODY_SHOP_0081,STF02,037-SAMPLE0012,202512,ZIP_0032, ,2025-12-15 13:19:00,2025-12-15 13:40:00,0.0,0.0,21.0,NO MMR
037-SAMPLE0324,CUSTOMER_0289,CLAIM_0302,1238321,CDP_0091,2025-11-24,2025-11-22,EASTERN,PA,MA,AREA_MGR_0063,GEN_MGR_0033,5817-16    - POTTSTOWN HLE,1,0,0,1,HRD - OKC,HRD - OKC,(b)31min - 1hr,,ADJUSTER_0072,BODY_SHOP_0018,STF02,037-SAMPLE0128,202511,ZIP_0058, ,2025-11-22 13:23:00,2025-11-22 14:06:00,0.0,1.0,43.0,NO MMR
037-SAMPLE0368,CUSTOMER_0436,CLAIM_0176,1238321,CDP_0091,2025-11-24,2025-11-28,EASTERN,MD,MA,AREA_MGR_0113,GEN_MGR_0030,4838-06    - JOPPA RD HLE,1,0,0,1,COUNTER,COUNTER,(a)<30min,,ADJUSTER_0072,BODY_SHOP_0053,STF02,037-SAMPLE0155,202511,ZIP_0069, ,2025-11-28 14:54:00,2025-11-28 15:02:00,0.0,1.0,8.0,MMR
037-SAMPLE0309,CUSTOMER_0249,CLAIM_0155,1238321,CDP_0091,2025-11-17,2025-11-20,EASTERN,LA,SE,AREA_MGR_0026,GEN_MGR_0016,4939-03    - ALEXANDRIA HLE,1,0,1,0,COUNTER,COUNTER,(a)<30min,,ADJUSTER_0072,BODY_SHOP_0011,STF02,037-SAMPLE0120,202511,ZIP_0223, ,2025-11-20 16:18:00,2025-11-20 16:25:00,0.0,0.0,7.0,MMR
037-SAMPLE0288,CUSTOMER_0297,CLAIM_0204,2079127,CDP_0015,2025-11-17,2025-11-19,WESTERN,NV,NPAC,AREA_MGR_0005,GEN_MGR_0057,7234-01    - RENO HLE,1,0,0,1,HRD - OKC,HRD - OKC,(g)24-48 hrs,,ADJUSTER_0233,,GNL01,037-SAMPLE0109,202511,ZIP_0287, ,2025-11-19 10:51:00,2025-11-20 11:31:00,1.0,25.0,1480.0,NO MMR
037-SAMPLE0007,CUSTOMER_0108,CLAIM_0400,1162232,CDP_0094,2025-12-08,2025-12-11,EASTERN,FL,FL,AREA_MGR_0041,GEN_MGR_0003,5560-10    - VENICE HLE,1,0,1,0,HRD - OKC,HRD - OKC,(b)31min - 1hr,,ADJUSTER_0070,BODY_SHOP_0003,STF02,037-SAMPLE0003,202512,ZIP_0135, ,2025-12-11 11:00:00,2025-12-11 11:32:00,0.0,0.0,32.0,NO MMR
037-SAMPLE0122,CUSTOMER_0221,CLAIM_0286,1238321,CDP_0091,2025-12-29,2025-12-30,CENTRAL,OH,NC,AREA_MGR_0021,GEN_MGR_0039,5460-10    - MENTOR HLE,1,0,1,0,COUNTER,COUNTER,(b)31min - 1hr,,ADJUSTER_0072,BODY_SHOP_0153,STF02,037-SAMPLE0047,202512,ZIP_0156, ,2025-12-30 13:12:00,2025-12-30 13:50:00,0.0,0.0,38.0,NO MMR
037-SAMPLE0133,CUSTOMER_0088,CLAIM_0472,2254353,CDP_0095,2025-11-03,2025-11-01,WESTERN,NV,SPAC,AREA_MGR_0100,GEN_MGR_0050,7109-04    - RANCHO HLE,1,0,1,0,HRD - OKC,HRD - OKC,(a)<30min,,ADJUSTER_0036,BODY_SHOP_0001,GNL01,037-SAMPLE0053,202511,ZIP_0285, ,2025-11-01 14:00:00,2025-11-01 14:08:00,0.0,0.0,8.0,MMR
037-SAMPLE0172,CUSTOMER_0140,CLAIM_0183,1162232,CDP_0094,2025-11-03,2025-11-06,CENTRAL,MI,NC,AREA_MGR_0014,GEN_MGR_0039,6903-16    - WEST DEARBORN HLE,1,0,1,0,HRD - OKC,HRD - OKC,(b)31min - 1hr,,ADJUSTER_0068,BODY_SHOP_0201,STF02,037-SAMPLE0065,202511,ZIP_0170, ,2025-11-06 12:24:00,2025-11-06 13:00:00,0.0,1.0,36.0,NO MMR
037-SAMPLE0125,CUSTOMER_0085,CLAIM_0359,1238321,CDP_0091,2025-12-29,2025-12-30,EASTERN,NY,NY,AREA_MGR_0112,GEN_MGR_0035,7973-01    - PATTERSON AUTO BODY HLE,1,0,0,1,HRD - OKC,HRD - OKC,(b)31min - 1hr,,ADJUSTER_0072,BODY_SHOP_0234,STF02,037-SAMPLE0048,202512,ZIP_0040, ,2025-12-30 14:46:00,2025-12-30 15:31:00,0.0,1.0,45.0,NO MMR
242-SAMPLE0496,CUSTOMER_0392,CLAIM_0108,1238321,CDP_0091,2025-12-01,2025-12-05,LICENSEE,GA,LICENSEE,,GEN_MGR_0053,91808-05   - ATHENS CHEVROLET HLE,1,0,1,0,NO CONTACT,NO CONTACT,NO CONTACT,,ADJUSTER_0189,,STF02,242-SAMPLE0199,202512,ZIP_0109, ,2025-12-05 14:20:00,,,,,NO MMR
037-SAMPLE0119,CUSTOMER_0241,CLAIM_0141,1238321,CDP_0091,2025-12-29,2025-12-30,CENTRAL,IN,NC,AREA_MGR_0066,GEN_MGR_0027,5494-45    - GREENWOOD HLE,1,0,0,1,HRD - OKC,HRD - OKC,(b)31min - 1hr,,ADJUSTER_0072,BODY_SHOP_0193,STF02,037-SAMPLE0045,202512,ZIP_0165, ,2025-12-30 11:14:00,2025-12-30 11:47:00,0.0,0.0,33.0,NO MMR
037-SAMPLE0322,CUSTOMER_0304,CLAIM_0024,1460051,CDP_0014,2025-11-17,2025-11-21,WESTERN,CA,SPAC,AREA_MGR_0044,GEN_MGR_0048,7131-01    - ESCONDIDO HLE,1,0,0,1,HRD - OKC,HRD - OKC,(f)12-24 hrs,,ADJUSTER_0131,BODY_SHOP_0285,ASC01,037-SAMPLE0126,202511,ZIP_0312, ,2025-11-21 19:19:00,2025-11-22 13:29:00,1.0,18.0,1090.0,NO MMR
037-SAMPLE0217,CUSTOMER_0239,CLAIM_0270,1196508,CDP_0090,2025-11-10,2025-11-12,EASTERN,NC,MA,AREA_MGR_0055,GEN_MGR_0060,5887-20    - DURHAM HLE,1,0,1,0,COUNTER,COUNTER,(b)31min - 1hr,,ADJUSTER_0104,BODY_SHOP_0001,STF02,037-SAMPLE0081,202511,ZIP_0084, ,2025-11-12 10:16:00,2025-11-12 11:03:00,0.0,1.0,47.0,MMR
037-SAMPLE0260,CUSTOMER_0416,CLAIM_0453,1196491,CDP_0028,2025-11-17,2025-11-17,EASTERN,MA,NE,AREA_MGR_0024,GEN_MGR_0038,7780-01    - HANOVER HLE,1,0,0,1,HRD - OKC,HRD - OKC,(f)12-24 hrs,,ADJUSTER_0166,,COM01,037-SAMPLE0097,202511,ZIP_0016, ,2025-11-17 13:30:00,2025-11-18 11:45:00,1.0,22.0,1335.0,NO MMR
037-SAMPLE0231,CUSTOMER_0342,CLAIM_0342,1238321,CDP_0091,2025-11-10,2025-11-12,WESTERN,WA,NPAC,AREA_MGR_0028,GEN_MGR_0008,7340-06    - SEA-TAC HLE,1,0,0,1,HRD - OKC,HRD - OKC,(a)<30min,,ADJUSTER_0072,BODY_SHOP_0155,STF02,037-SAMPLE0088,202511,ZIP_0352, ,2025-11-12 17:11:00,2025-11-12 17:16:00,0.0,0.0,5.0,NO MMR
037-SAMPLE0335,CUSTOMER_0434,CLAIM_0147,1238321,CDP_0091,2025-11-24,2025-11-24,CENTRAL,KS,MW,AREA_MGR_0118,GEN_MGR_0068,2259-17    - OVERLAND PARK SOUTH HLE,1,0,1,0,COUNTER,COUNTER,(b)31min - 1hr,,ADJUSTER_0011,,STF02,037-SAMPLE0133,202511,ZIP_0212, ,2025-11-24 13:15:00,2025-11-24 14:03:00,0.0,1.0,48.0,NO MMR
037-SAMPLE0307,CUSTOMER_0128,CLAIM_0185,1238321,CDP_0091,2025-11-17,2025-11-20,CENTRAL,MI,NC,AREA_MGR_0014,GEN_MGR_0039,6920-01    - CANTON HLE,1,0,1,0,COUNTER,COUNTER,(a)<30min,,ADJUSTER_0072,BODY_SHOP_0001,STF02,037-SAMPLE0118,202511,ZIP_0171, ,2025-11-20 15:01:00,2025-11-20 15:11:00,0.0,0.0,10.0,MMR
037-SAMPLE0285,CUSTOMER_0068,CLAIM_0067,1238321,CDP_0091,2025-11-17,2025-11-18,CENTRAL,CO,WC,AREA_MGR_0047,GEN_MGR_0022,7811-01    - AURORA SOUTH   HLE,1,0,1,0,COUNTER,COUNTER,(a)<30min,,ADJUSTER_0072,BODY_SHOP_0003,STF02,037-SAMPLE0106,202511,ZIP_0263, ,2025-11-18 20:09:00,2025-11-18 20:27:00,0.0,0.0,18.0,MMR
037-SAMPLE0080,CUSTOMER_0008,CLAIM_0324,1238321,CDP_0091,2025-12-22,2025-12-22,CENTRAL,TX,SW,,GEN_MGR_0047,7525-04    - LUBBOCK LOOP HLE,1,0,1,0,NO CONTACT,NO CONTACT,NO CONTACT,,ADJUSTER_0072,BODY_SHOP_0015,STF02,037-SAMPLE0027,202512,ZIP_0261, ,2025-12-22 12:39:00,,,,,NO MMR
037-SAMPLE0094,CUSTOMER_0059,CLAIM_0331,1238321,CDP_0091,2025-12-22,2025-12-24,EASTERN,VT,NE,AREA_MGR_0036,GEN_MGR_0038,7772-01    - SOUTH BURLINGTON HLE,1,0,0,1,HRD - OKC,HRD - OKC,(a)<30min,,ADJUSTER_0072,BODY_SHOP_0003,STF02,037-SAMPLE0034,202512,ZIP_0023, ,2025-12-24 12:13:00,2025-12-24 12:19:00,0.0,0.0,6.0,NO MMR
037-SAMPLE0166,CUSTOMER_0016,CLAIM_0279,1238321,CDP_0091,2025-11-03,2025-11-06,EASTERN,NY,NE,AREA_MGR_0114,GEN_MGR_0042,7709-05    - FAIRPORT HLE,1,0,1,0,COUNTER,COUNTER,(a)<30min,,ADJUSTER_0072,BODY_SHOP_0003,STF02,037-SAMPLE0063,202511,ZIP_0046, ,2025-11-06 07:13:00,2025-11-06 07:28:00,0.0,0.0,15.0,MMR
037-SAMPLE0014,CUSTOMER_0291,CLAIM_0134,1445055,CDP_0089,2025-12-08,2025-12-11,CENTRAL,IL,MW,AREA_MGR_0086,GEN_MGR_0045,2204-12    - STATE STREET HLE,1,0,1,0,COUNTER,COUNTER,(a)<30min,,ADJUSTER_0246,BODY_SHOP_0280,STF02,037-SAMPLE0006,202512,ZIP_0198,CUSTOMER CANCELLED,2025-12-11 17:39:00,2025-12-11 18:01:00,0.0,1.0,22.0,MMR
037-SAMPLE0198,CUSTOMER_0334,CLAIM_0184,1162232,CDP_0094,2025-11-10,2025-11-10,CENTRAL,MI,NC,AREA_MGR_0022,GEN_MGR_0039,5423-10    - ROCHESTER HILLS HLE,1,0,1,0,HRD - OKC,HRD - OKC,(c)1-3 hrs,,ADJUSTER_0068,BODY_SHOP_0294,STF02,037-SAMPLE0072,202511,ZIP_0172, ,2025-11-10 14:06:00,2025-11-10 15:30:00,0.0,1.0,84.0,NO MMR
037-SAMPLE0092,CUSTOMER_0210,CLAIM_0316,1471126,CDP_0093,2025-12-22,2025-12-24,EASTERN,TN,SE,AREA_MGR_0053,GEN_MGR_0031,5688-05    - CLARKSVILLE HLE,1,0,0,1,HRD - OKC,HRD - OKC,(b)31min - 1hr,,ADJUSTER_0101,BODY_SHOP_0107,STF02,037-SAMPLE0033,202512,ZIP_0143, ,2025-12-24 11:44:00,2025-12-24 12:20:00,0.0,1.0,36.0,NO MMR
037-SAMPLE0068,CUSTOMER_0263,CLAIM_0308,1633312,CDP_0054,2025-12-15,2025-12-19,CENTRAL,MI,NC,AREA_MGR_0014,GEN_MGR_0039,5415-11    - GRAND RIVER HLE,1,0,0,1,HRD - OKC,HRD - OKC,(c)1-3 hrs,,ADJUSTER_0066,BODY_SHOP_0003,GNL01,037-SAMPLE0020,202512,ZIP_0173, ,2025-12-19 12:26:00,2025-12-19 15:15:00,0.0,3.0,169.0,NO MMR
037-SAMPLE0026,CUSTOMER_0015,CLAIM_0471,2254353,CDP_0095,2025-12-08,2025-12-12,CENTRAL,MN,MW,AREA_MGR_0071,GEN_MGR_0024,5381-29    - RICHFIELD HLE,1,0,1,0,COUNTER,COUNTER,(c)1-3 hrs,,ADJUSTER_0155,BODY_SHOP_0275,GNL01,037-SAMPLE0010,202512,ZIP_0183,CUSTOMER CANCELLED,2025-12-12 14:52:00,2025-12-12 15:52:00,0.0,1.0,60.0,NO MMR
037-SAMPLE0251,CUSTOMER_0192,CLAIM_0230,1445055,CDP_0089,2025-11-17,2025-11-15,CENTRAL,MO,NC,AREA_MGR_0016,GEN_MGR_0010,6986-02    - LE MERIDIEN HOTEL,1,0,0,1,HRD - OKC,HRD - OKC,(c)1-3 hrs,,ADJUSTER_0024,,STF02,037-SAMPLE0094,202511,ZIP_0207, ,2025-11-15 13:02:00,2025-11-15 15:00:00,0.0,2.0,118.0,NO MMR
037-SAMPLE0072,CUSTOMER_0175,CLAIM_0427,1162232,CDP_0094,2025-12-15,2025-12-19,WESTERN,CA,SPAC,,GEN_MGR_0036,7112-10    - FULLERTON HLE,1,0,1,0,HRD - OKC,HRD - OKC,(b)31min - 1hr,,ADJUSTER_0064,BODY_SHOP_0112,STF02,037-SAMPLE0024,202512,ZIP_0323,CUSTOMER CANCELLED,2025-12-19 16:36:00,2025-12-19 17:27:00,0.0,1.0,51.0,NO MMR
037-SAMPLE0328,CUSTOMER_0164,CLAIM_0169,1513243,CDP_0064,2025-11-24,2025-11-24,EASTERN,NY,NE,AREA_MGR_0073,GEN_MGR_0042,7719-01    - ONEONTA HLE,1,0,1,0,COUNTER,COUNTER,(c)1-3 hrs,,ADJUSTER_0148,,GNL01,037-SAMPLE0129,202511,ZIP_0043, ,2025-11-24 08:19:00,2025-11-24 10:49:00,0.0,2.0,150.0,NO MMR
037-SAMPLE0353,CUSTOMER_0080,CLAIM_0069,1238321,CDP_0091,2025-11-24,2025-11-25,CENTRAL,CO,WC,,GEN_MGR_0064,2112-34    - HAYDEN AIRPORT,1,0,0,1,HRD - OKC,HRD - OKC,(b)31min - 1hr,,ADJUSTER_0072,BODY_SHOP_0126,STF02,037-SAMPLE0143,202511,ZIP_0272, ,2025-11-25 18:42:00,2025-11-25 19:23:00,0.0,1.0,41.0,NO MMR
242-SAMPLE0478,CUSTOMER_0207,CLAIM_0290,1238321,CDP_0091,2025-12-22,2025-12-21,LICENSEE,OH,LICENSEE,,GEN_MGR_0037,94204-18   - HLE OF DUBLIN,1,0,1,0,NO CONTACT,NO CONTACT,NO CONTACT,,ADJUSTER_0072,,STF02,242-SAMPLE0196,202512,ZIP_0152, ,2025-12-21 17:00:00,,,,,NO MMR
037-SAMPLE0465,CUSTOMER_0022,CLAIM_0497,1874818,CDP_0088,2025-12-08,2025-12-10,EASTERN,MA,NE,AREA_MGR_0058,GEN_MGR_0038,7780-01    - HANOVER HLE,1,0,1,0,COUNTER,COUNTER,(c)1-3 hrs,,ADJUSTER_0207,BODY_SHOP_0256,GNL01,037-SAMPLE0188,202512,ZIP_0016, ,2025-12-10 13:35:00,2025-12-10 15:51:00,0.0,2.0,136.0,NO MMR
037-SAMPLE0107,CUSTOMER_0242,CLAIM_0039,1162232,CDP_0094,2025-12-29,2025-12-29,EASTERN,AL,SE,AREA_MGR_0077,GEN_MGR_0009,5669-01    - DAPHNE HLE,1,0,1,0,COUNTER,COUNTER,(a)<30min,,ADJUSTER_0070,BODY_SHOP_0121,STF02,037-SAMPLE0039,202512,ZIP_0139,NO SHOW,2025-12-29 09:04:00,2025-12-29 09:24:00,0.0,0.0,20.0,MMR
037-SAMPLE0065,CUSTOMER_0144,CLAIM_0242,2289202,CDP_0016,2025-12-15,2025-12-19,CENTRAL,MI,NC,AREA_MGR_0014,GEN_MGR_0039,5416-25    - TELEGRAPH ROAD HLE,1,0,1,0,NO CONTACT,NO CONTACT,NO CONTACT,,ADJUSTER_0255,,GNL01,037-SAMPLE0019,202512,ZIP_0168, ,2025-12-19 10:23:00,,,,,NO MMR
037-SAMPLE0220,CUSTOMER_0249,CLAIM_0268,1238321,CDP_0091,2025-11-10,2025-11-12,EASTERN,NC,MA,AREA_MGR_0055,GEN_MGR_0060,6831-12    - WINSTON SALEM HLE,1,0,1,0,HRD - OKC,HRD - OKC,(b)31min - 1hr,,ADJUSTER_0072,,STF02,037-SAMPLE0083,202511,ZIP_0078, ,2025-11-12 12:09:00,2025-11-12 13:07:00,0.0,1.0,58.0,NO MMR
