CONFIRM_NUM,RENTER_LAST,CLAIM,CDP,CDP NAME,Week Of,INIT_DATE,HTZREGION,SET_STATE,ZONE,AREA_MGR,GENERAL_MGR,RENT_LOC,RES_ID,RENT_IND,CANCEL_ID,UNUSED_IND,CONTACT_GROUP,New Contact Group,CONTACT RANGE,ADJ LNAME,ADJ FNAME,BODY SHOP,CODE,KNUM,MONTH,ZIP,CANCEL REASON,INIT_DT_FINAL,DT_FROM_ALPHA1,DAY_DIF,HRS_DIF,MIN_DIF,MMR
037-SAMPLE1010,CUSTOMER_0011,CLAIM_0040,1238321,Liberty Mutual,2026-02-09,2026-02-09,WESTERN,CA,Eastern,K. Chen,D. Williams,5725-01    - Santa Monica HLE,1,0,1,0,NO CONTACT,NO CONTACT,NO CONTACT,,ADJUSTER_0004,Caliber Collision,STF02,037-SAMPLE1010,202602,ZIP_0042,FOUND BETTER RATE,2026-02-09,,,,,NO MMR
037-SAMPLE1011,CUSTOMER_0012,CLAIM_0017,1238324,Geico,2026-01-12,2026-01-15,WESTERN,CA,Eastern,K. Chen,D. Williams,5725-01    - Santa Monica HLE,1,0,1,0,NO CONTACT,NO CONTACT,NO CONTACT,,ADJUSTER_0047,Gerber Collision,STF02,037-SAMPLE1011,202601,ZIP_0155,FOUND BETTER RATE,2026-01-15,,,,,NO MMR
037-SAMPLE1012,CUSTOMER_0013,CLAIM_0493,1238323,Progressive,2026-02-16,2026-02-19,WESTERN,CA,Eastern,K. Chen,D. Williams,5725-01    - Santa Monica HLE,1,0,0,1,NO CONTACT,NO CONTACT,NO CONTACT,,ADJUSTER_0062,Service King,STF02,037-SAMPLE1012,202602,ZIP_0306, ,2026-02-19,,,,,NO MMR
037-SAMPLE1013,CUSTOMER_0014,CLAIM_0451,1238323,Allstate,2026-02-02,2026-02-04,WESTERN,CA,Eastern,K. Chen,D. Williams,5725-01    - Santa Monica HLE,1,0,0,1,HRD - OKC,HRD - OKC,(d)3-6 hrs,,ADJUSTER_0071,Maaco,STF02,037-SAMPLE1013,202602,ZIP_0447, ,2026-02-04,2026-02-04 16:19:00,0,4,30,NO MMR
037-SAMPLE1014,CUSTOMER_0015,CLAIM_0416,1238323,Geico,2026-02-16,2026-02-18,WESTERN,CA,Eastern,K. Chen,D. Williams,5725-01    - Santa Monica HLE,1,1,0,0,COUNTER,COUNTER,(b)31min - 1hr,,ADJUSTER_0046,ABRA Auto Body,STF02,037-SAMPLE1014,202602,ZIP_0275, ,2026-02-18,2026-02-18 16:30:00,0,0,45,NO MMR
037-SAMPLE1015,CUSTOMER_0016,CLAIM_0107,1238323,Progressive,2026-02-16,2026-02-18,WESTERN,CA,Eastern,K. Chen,D. Williams,5725-01    - Santa Monica HLE,1,1,0,0,NO CONTACT,NO CONTACT,NO CONTACT,,ADJUSTER_0046,Caliber Collision,STF02,037-SAMPLE1015,202602,ZIP_0156, ,2026-02-18,,0,0,0,NO MMR
037-SAMPLE1016,CUSTOMER_0017,CLAIM_0215,1238324,Liberty Mutual,2026-02-16,2026-02-16,WESTERN,CA,Eastern,K. Chen,D. Williams,5725-01    - Santa Monica HLE,1,0,0,1,HRD - OKC,HRD - OKC,(c)1-3 hrs,,ADJUSTER_0002,Gerber Collision,STF02,037-SAMPLE1016,202602,ZIP_0028, ,2026-02-16,2026-02-16 16:01:00,0,2,0,NO MMR
037-SAMPLE1017,CUSTOMER_0018,CLAIM_0441,1238323,Liberty Mutual,2026-02-16,2026-02-19,WESTERN,CA,Eastern,K. Chen,D. Williams,5725-01    - Santa Monica HLE,1,1,0,0,COUNTER,COUNTER,(a)<30min,,ADJUSTER_0018,Service King,STF02,037-SAMPLE1017,202602,ZIP_0083, ,2026-02-19,2026-02-19 16:54:00,0,0,15,NO MMR
037-SAMPLE1018,CUSTOMER_0019,CLAIM_0341,1238324,Liberty Mutual,2026-01-12,2026-01-12,WESTERN,CA,Eastern,K. Chen,D. Williams,5725-01    - Santa Monica HLE,1,0,0,1,COUNTER,COUNTER,(a)<30min,,ADJUSTER_0037,Maaco,STF02,037-SAMPLE1018,202601,ZIP_0298, ,2026-01-12,2026-01-12 17:43:00,0,0,15,NO MMR
037-SAMPLE1019,CUSTOMER_0020,CLAIM_0324,1238321,Liberty Mutual,2026-02-16,2026-02-16,WESTERN,CA,Eastern,K. Chen,D. Williams,5725-01    - Santa Monica HLE,1,0,0,1,NO CONTACT,NO CONTACT,NO CONTACT,,ADJUSTER_0074,ABRA Auto Body,STF02,037-SAMPLE1019,202602,ZIP_0122, ,2026-02-16,,0,0,0,NO MMR
037-SAMPLE1020,CUSTOMER_0021,CLAIM_0292,1238323,Geico,2026-01-26,2026-01-28,WESTERN,CA,Eastern,K. Chen,D. Williams,5725-01    - Santa Monica HLE,1,1,0,0,COUNTER,COUNTER,(b)31min - 1hr,,ADJUSTER_0011,Caliber Collision,STF02,037-SAMPLE1020,202601,ZIP_0288, ,2026-01-28,2026-01-28 18:00:00,0,0,45,NO MMR
037-SAMPLE1021,CUSTOMER_0022,CLAIM_0069,1238322,Progressive,2026-02-16,2026-02-19,WESTERN,CA,Eastern,K. Chen,D. Williams,5725-01    - Santa Monica HLE,1,1,0,0,HRD - OKC,HRD - OKC,(c)1-3 hrs,,ADJUSTER_0024,Gerber Collision,STF02,037-SAMPLE1021,202602,ZIP_0021, ,2026-02-19,2026-02-19 18:27:00,0,2,0,NO MMR
037-SAMPLE1022,CUSTOMER_0023,CLAIM_0364,1238322,Geico,2026-01-19,2026-01-21,WESTERN,CA,Eastern,K. Chen,D. Williams,5725-01    - Santa Monica HLE,1,0,0,1,COUNTER,COUNTER,(a)<30min,,ADJUSTER_0078,Service King,STF02,037-SAMPLE1022,202601,ZIP_0125, ,2026-01-21,2026-01-21 16:51:00,0,0,15,NO MMR
037-SAMPLE1023,CUSTOMER_0024,CLAIM_0159,1238324,Liberty Mutual,2026-01-19,2026-01-20,WESTERN,CA,Eastern,K. Chen,D. Williams,5725-01    - Santa Monica HLE,1,1,0,0,NO CONTACT,NO CONTACT,NO CONTACT,,ADJUSTER_0017,Maaco,STF02,037-SAMPLE1023,202601,ZIP_0393, ,2026-01-20,,0,0,0,MMR
037-SAMPLE1024,CUSTOMER_0025,CLAIM_0051,1238322,Liberty Mutual,2026-02-16,2026-02-17,WESTERN,CA,Eastern,K. Chen,D. Williams,5725-01    - Santa Monica HLE,1,0,0,1,NO CONTACT,NO CONTACT,NO CONTACT,,ADJUSTER_0007,ABRA Auto Body,STF02,037-SAMPLE1024,202602,ZIP_0193, ,2026-02-17,,0,0,0,MMR
037-SAMPLE1025,CUSTOMER_0026,CLAIM_0497,1238324,Allstate,2026-02-16,2026-02-18,WESTERN,CA,Eastern,K. Chen,D. Williams,5725-01    - Santa Monica HLE,1,0,0,1,NO CONTACT,NO CONTACT,NO CONTACT,,ADJUSTER_0063,Caliber Collision,STF02,037-SAMPLE1025,202602,ZIP_0132, ,2026-02-18,,0,0,0,MMR
037-SAMPLE1026,CUSTOMER_0027,CLAIM_0358,1238324,State Farm,2026-02-16,2026-02-19,WESTERN,CA,Eastern,K. Chen,D. Williams,5725-01    - Santa Monica HLE,1,1,0,0,NO CONTACT,NO CONTACT,NO CONTACT,,ADJUSTER_0050,Gerber Collision,STF02,037-SAMPLE1026,202602,ZIP_0458, ,2026-02-19,,0,0,0,MMR
037-SAMPLE1027,CUSTOMER_0028,CLAIM_0267,1238323,Geico,2026-02-16,2026-02-17,WESTERN,CA,Eastern,K. Chen,D. Williams,5725-01    - Santa Monica HLE,1,1,0,0,HRD - OKC,HRD - OKC,(d)3-6 hrs,,ADJUSTER_0031,Service King,STF02,037-SAMPLE1027,202602,ZIP_0374, ,2026-02-17,2026-02-17 14:58:00,0,4,30,MMR
037-SAMPLE1028,CUSTOMER_0029,CLAIM_0061,1238323,Progressive,2026-01-12,2026-01-15,WESTERN,CA,Eastern,K. Chen,D. Williams,5725-01    - Santa Monica HLE,1,1,0,0,NO CONTACT,NO CONTACT,NO CONTACT,,ADJUSTER_0061,Maaco,STF02,037-SAMPLE1028,202601,ZIP_0083, ,2026-01-15,,0,0,0,NO MMR
037-SAMPLE1029,CUSTOMER_0030,CLAIM_0283,1238322,Progressive,2026-01-12,2026-01-12,WESTERN,CA,Eastern,K. Chen,D. Williams,5725-01    - Santa Monica HLE,1,0,0,1,COUNTER,COUNTER,(b)31min - 1hr,,ADJUSTER_0083,ABRA Auto Body,STF02,037-SAMPLE1029,202601,ZIP_0162, ,2026-01-12,2026-01-12 13:16:00,0,0,45,NO MMR
037-SAMPLE1030,CUSTOMER_0031,CLAIM_0332,1238323,Allstate,2026-02-16,2026-02-19,WESTERN,CA,Eastern,K. Chen,D. Williams,5725-01    - Santa Monica HLE,1,1,0,0,COUNTER,COUNTER,(a)<30min,,ADJUSTER_0020,Caliber Collision,STF02,037-SAMPLE1030,202602,ZIP_0471, ,2026-02-19,2026-02-19 18:41:00,0,0,15,NO MMR
037-SAMPLE1031,CUSTOMER_0032,CLAIM_0379,1238321,State Farm,2026-02-16,2026-02-18,WESTERN,CA,Eastern,K. Chen,D. Williams,5725-01    - Santa Monica HLE,1,0,1,0,NO CONTACT,NO CONTACT,NO CONTACT,,ADJUSTER_0047,Gerber Collision,STF02,037-SAMPLE1031,202602,ZIP_0096,FOUND BETTER RATE,2026-02-18,,0,0,0,NO MMR
037-SAMPLE1032,CUSTOMER_0033,CLAIM_0301,1238321,Allstate,2026-02-16,2026-02-17,WESTERN,CA,Eastern,K. Chen,D. Williams,5725-01    - Santa Monica HLE,1,0,0,1,HRD - OKC,HRD - OKC,(d)3-6 hrs,,ADJUSTER_0018,Service King,STF02,037-SAMPLE1032,202602,ZIP_0452, ,2026-02-17,2026-02-17 14:27:00,0,4,30,NO MMR
037-SAMPLE1033,CUSTOMER_0034,CLAIM_0344,1238321,Progressive,2026-02-16,2026-02-19,WESTERN,CA,Eastern,K. Chen,D. Williams,5725-01    - Santa Monica HLE,1,0,1,0,HRD - OKC,HRD - OKC,(d)3-6 hrs,,ADJUSTER_0046,Maaco,STF02,037-SAMPLE1033,202602,ZIP_0339,FOUND BETTER RATE,2026-02-19,2026-02-19 14:15:00,0,4,30,MMR
037-SAMPLE1034,CUSTOMER_0035,CLAIM_0040,1238324,State Farm,2026-02-09,2026-02-10,WESTERN,CA,Eastern,K. Chen,D. Williams,5725-01    - Santa Monica HLE,1,1,0,0,HRD - OKC,HRD - OKC,(c)1-3 hrs,,ADJUSTER_0053,ABRA Auto Body,STF02,037-SAMPLE1034,202602,ZIP_0334, ,2026-02-10,2026-02-10 17:31:00,0,2,0,NO MMR
037-SAMPLE1035,CUSTOMER_0036,CLAIM_0347,1238323,Geico,2026-02-16,2026-02-19,WESTERN,CA,Eastern,K. Chen,D. Williams,5725-01    - Santa Monica HLE,1,0,0,1,HRD - OKC,HRD - OKC,(d)3-6 hrs,,ADJUSTER_0083,Caliber Collision,STF02,037-SAMPLE1035,202602,ZIP_0288, ,2026-02-19,2026-02-19 15:56:00,0,4,30,MMR
037-SAMPLE1036,CUSTOMER_0037,CLAIM_0198,1238323,Liberty Mutual,2026-01-19,2026-01-22,WESTERN,CA,Eastern,K. Chen,D. Williams,5725-01    - Santa Monica HLE,1,1,0,0,NO CONTACT,NO CONTACT,NO CONTACT,,ADJUSTER_0045,Gerber Collision,STF02,037-SAMPLE1036,202601,ZIP_0276, ,2026-01-22,,0,0,0,NO MMR
037-SAMPLE1037,CUSTOMER_0038,CLAIM_0386,1238324,Liberty Mutual,2026-01-26,2026-01-28,WESTERN,CA,Eastern,K. Chen,D. Williams,5725-01    - Santa Monica HLE,1,0,1,0,NO CONTACT,NO CONTACT,NO CONTACT,,ADJUSTER_0051,Service King,STF02,037-SAMPLE1037,202601,ZIP_0362,,2026-01-28,,0,0,0,NO MMR
037-SAMPLE1038,CUSTOMER_0039,CLAIM_0300,1238322,Allstate,2026-02-02,2026-02-03,WESTERN,CA,Eastern,K. Chen,D. Williams,5725-01    - Santa Monica HLE,1,0,0,1,NO CONTACT,NO CONTACT,NO CONTACT,,ADJUSTER_0097,Maaco,STF02,037-SAMPLE1038,202602,ZIP_0489, ,2026-02-03,,0,0,0,NO MMR
037-SAMPLE1039,CUSTOMER_0040,CLAIM_0362,1238323,Geico,2026-02-09,2026-02-12,WESTERN,CA,Eastern,K. Chen,D. Williams,5725-01    - Santa Monica HLE,1,0,1,0,HRD - OKC,HRD - OKC,(c)1-3 hrs,,ADJUSTER_0037,ABRA Auto Body,STF02,037-SAMPLE1039,202602,ZIP_0194,CUSTOMER CANCELLED,2026-02-12,2026-02-12 13:40:00,0,2,0,NO MMR
037-SAMPLE1040,CUSTOMER_0041,CLAIM_0378,1238322,Geico,2026-02-02,2026-02-03,WESTERN,CA,Eastern,K. Chen,D. Williams,5725-01    - Santa Monica HLE,1,0,1,0,HRD - OKC,HRD - OKC,(d)3-6 hrs,,ADJUSTER_0014,Caliber Collision,STF02,037-SAMPLE1040,202602,ZIP_0472,,2026-02-03,2026-02-03 18:06:00,0,4,30,MMR
037-SAMPLE1041,CUSTOMER_0042,CLAIM_0080,1238323,Progressive,2026-02-16,2026-02-16,WESTERN,CA,Eastern,K. Chen,D. Williams,5725-01    - Santa Monica HLE,1,1,0,0,HRD - OKC,HRD - OKC,(d)3-6 hrs,,ADJUSTER_0091,Gerber Collision,STF02,037-SAMPLE1041,202602,ZIP_0463, ,2026-02-16,2026-02-16 12:57:00,0,4,30,NO MMR
037-SAMPLE1042,CUSTOMER_0043,CLAIM_0364,1238323,State Farm,2026-01-26,2026-01-27,WESTERN,CA,Eastern,K. Chen,D. Williams,5725-01    - Santa Monica HLE,1,0,0,1,COUNTER,COUNTER,(a)<30min,,ADJUSTER_0082,Service King,STF02,037-SAMPLE1042,202601,ZIP_0272, ,2026-01-27,2026-01-27 12:19:00,0,0,15,NO MMR
037-SAMPLE1043,CUSTOMER_0044,CLAIM_0396,1238324,State Farm,2026-02-16,2026-02-18,WESTERN,CA,Eastern,K. Chen,D. Williams,5725-01    - Santa Monica HLE,1,0,0,1,NO CONTACT,NO CONTACT,NO CONTACT,,ADJUSTER_0036,Maaco,STF02,037-SAMPLE1043,202602,ZIP_0433, ,2026-02-18,,0,0,0,NO MMR
037-SAMPLE1044,CUSTOMER_0045,CLAIM_0145,1238322,Liberty Mutual,2026-02-16,2026-02-16,WESTERN,CA,Eastern,K. Chen,D. Williams,5725-01    - Santa Monica HLE,1,1,0,0,HRD - OKC,HRD - OKC,(c)1-3 hrs,,ADJUSTER_0059,ABRA Auto Body,STF02,037-SAMPLE1044,202602,ZIP_0243, ,2026-02-16,2026-02-16 17:17:00,0,2,0,MMR
037-SAMPLE1045,CUSTOMER_0046,CLAIM_0425,1238324,Geico,2026-02-02,2026-02-05,WESTERN,CA,Eastern,K. Chen,D. Williams,5725-01    - Santa Monica HLE,1,0,0,1,HRD - OKC,HRD - OKC,(c)1-3 hrs,,ADJUSTER_0062,Caliber Collision,STF02,037-SAMPLE1045,202602,ZIP_0031, ,2026-02-05,2026-02-05 14:00:00,0,2,0,NO MMR
037-SAMPLE1046,CUSTOMER_0047,CLAIM_0304,1238323,Liberty Mutual,2026-02-16,2026-02-18,WESTERN,CA,Eastern,K. Chen,D. Williams,5725-01    - Santa Monica HLE,1,1,0,0,COUNTER,COUNTER,(b)31min - 1hr,,ADJUSTER_0088,Gerber Collision,STF02,037-SAMPLE1046,202602,ZIP_0432, ,2026-02-18,2026-02-18 15:15:00,0,0,45,NO MMR
037-SAMPLE1047,CUSTOMER_0048,CLAIM_0326,1238321,Progressive,2026-02-09,2026-02-09,WESTERN,CA,Eastern,K. Chen,D. Williams,5725-01    - Santa Monica HLE,1,1,0,0,COUNTER,COUNTER,(a)<30min,,ADJUSTER_0084,Service King,STF02,037-SAMPLE1047,202602,ZIP_0278, ,2026-02-09,2026-02-09 16:49:00,0,0,15,NO MMR
037-SAMPLE1048,CUSTOMER_0049,CLAIM_0431,1238324,Geico,2026-01-19,2026-01-22,WESTERN,CA,Eastern,K. Chen,D. Williams,5725-01    - Santa Monica HLE,1,0,0,1,COUNTER,COUNTER,(a)<30min,,ADJUSTER_0040,Maaco,STF02,037-SAMPLE1048,202601,ZIP_0064, ,2026-01-22,2026-01-22 16:49:00,0,0,15,MMR
037-SAMPLE1049,CUSTOMER_0050,CLAIM_0217,1238323,Geico,2026-02-16,2026-02-17,WESTERN,CA,Eastern,K. Chen,D. Williams,5725-01    - Santa Monica HLE,1,1,0,0,COUNTER,COUNTER,(a)<30min,,ADJUSTER_0051,ABRA Auto Body,STF02,037-SAMPLE1049,202602,ZIP_0447, ,2026-02-17,2026-02-17 18:43:00,0,0,15,NO MMR
037-SAMPLE1050,CUSTOMER_0051,CLAIM_0221,1238322,Liberty Mutual,2026-01-12,2026-01-14,WESTERN,CA,Eastern,K. Chen,D. Williams,7130-01    - Downtown LA HLE,1,1,0,0,NO CONTACT,NO CONTACT,NO CONTACT,,ADJUSTER_0032,Caliber Collision,STF02,037-SAMPLE1050,202601,ZIP_0455, ,2026-01-14,,0,0,0,NO MMR
037-SAMPLE1051,CUSTOMER_0052,CLAIM_0331,1238321,Liberty Mutual,2026-02-16,2026-02-17,WESTERN,CA,Eastern,K. Chen,D. Williams,7130-01    - Downtown LA HLE,1,1,0,0,HRD - OKC,HRD - OKC,(d)3-6 hrs,,ADJUSTER_0041,Gerber Collision,STF02,037-SAMPLE1051,202602,ZIP_0497, ,2026-02-17,2026-02-17 13:55:00,0,4,30,NO MMR
037-SAMPLE1052,CUSTOMER_0053,CLAIM_0224,1238324,State Farm,2026-01-26,2026-01-28,WESTERN,CA,Eastern,K. Chen,D. Williams,7130-01    - Downtown LA HLE,1,1,0,0,HRD - OKC,HRD - OKC,(d)3-6 hrs,,ADJUSTER_0069,Service King,STF02,037-SAMPLE1052,202601,ZIP_0166, ,2026-01-28,2026-01-29 12:23:00,0,4,30,NO MMR
037-SAMPLE1053,CUSTOMER_0054,CLAIM_0122,1238324,Liberty Mutual,2026-02-16,2026-02-17,WESTERN,CA,Eastern,K. Chen,D. Williams,7130-01    - Downtown LA HLE,1,0,0,1,NO CONTACT,NO CONTACT,NO CONTACT,,ADJUSTER_0003,Maaco,STF02,037-SAMPLE1053,202602,ZIP_0022, ,2026-02-17,,0,0,0,NO MMR
037-SAMPLE1054,CUSTOMER_0055,CLAIM_0157,1238324,State Farm,2026-01-19,2026-01-19,WESTERN,CA,Eastern,K. Chen,D. Williams,7130-01    - Downtown LA HLE,1,1,0,0,COUNTER,COUNTER,(b)31min - 1hr,,ADJUSTER_0022,ABRA Auto Body,STF02,037-SAMPLE1054,202601,ZIP_0426, ,2026-01-19,2026-01-19 16:20:00,0,0,45,NO MMR
037-SAMPLE1055,CUSTOMER_0056,CLAIM_0044,1238321,Progressive,2026-01-05,2026-01-07,WESTERN,CA,Eastern,K. Chen,D. Williams,7130-01    - Downtown LA HLE,1,1,0,0,NO CONTACT,NO CONTACT,NO CONTACT,,ADJUSTER_0048,Caliber Collision,STF02,037-SAMPLE1055,202601,ZIP_0264, ,2026-01-07,,0,0,0,NO MMR
037-SAMPLE1056,CUSTOMER_0057,CLAIM_0001,1238324,Allstate,2026-01-05,2026-01-08,WESTERN,CA,Eastern,K. Chen,D. Williams,7130-01    - Downtown LA HLE,1,0,0,1,HRD - OKC,HRD - OKC,(d)3-6 hrs,,ADJUSTER_0053,Gerber Collision,STF02,037-SAMPLE1056,202601,ZIP_0255, ,2026-01-08,2026-01-08 12:53:00,0,4,30,NO MMR
037-SAMPLE1057,CUSTOMER_0058,CLAIM_0304,1238321,Geico,2026-02-16,2026-02-16,WESTERN,CA,Eastern,K. Chen,D. Williams,7130-01    - Downtown LA HLE,1,0,0,1,HRD - OKC,HRD - OKC,(c)1-3 hrs,,ADJUSTER_0058,Service King,STF02,037-SAMPLE1057,202602,ZIP_0248, ,2026-02-16,2026-02-16 17:21:00,0,2,0,NO MMR
037-SAMPLE1058,CUSTOMER_0059,CLAIM_0024,1238321,Geico,2026-01-19,2026-01-22,WESTERN,CA,Eastern,K. Chen,D. Williams,7130-01    - Downtown LA HLE,1,0,1,0,HRD - OKC,HRD - OKC,(c)1-3 hrs,,ADJUSTER_0004,Maaco,STF02,037-SAMPLE1058,202601,ZIP_0250,,2026-01-22,2026-01-22 18:58:00,0,2,0,NO MMR
037-SAMPLE1059,CUSTOMER_0060,CLAIM_0139,1238322,Progressive,2026-02-02,2026-02-04,WESTERN,CA,Eastern,K. Chen,D. Williams,7130-01    - Downtown LA HLE,1,0,0,1,COUNTER,COUNTER,(a)<30min,,ADJUSTER_0008,ABRA Auto Body,STF02,037-SAMPLE1059,202602,ZIP_0385, ,2026-02-04,2026-02-04 16:44:00,0,0,15,MMR
037-SAMPLE1060,CUSTOMER_0061,CLAIM_0105,1238324,State Farm,2026-02-16,2026-02-18,WESTERN,CA,Eastern,K. Chen,D. Williams,7130-01    - Downtown LA HLE,1,1,0,0,HRD - OKC,HRD - OKC,(c)1-3 hrs,,ADJUSTER_0100,Caliber Collision,STF02,037-SAMPLE1060,202602,ZIP_0286, ,2026-02-18,2026-02-18 13:12:00,0,2,0,NO MMR
037-SAMPLE1061,CUSTOMER_0062,CLAIM_0238,1238322,Liberty Mutual,2026-02-16,2026-02-16,WESTERN,CA,Eastern,K. Chen,D. Williams,7130-01    - Downtown LA HLE,1,1,0,0,NO CONTACT,NO CONTACT,NO CONTACT,,ADJUSTER_0090,Gerber Collision,STF02,037-SAMPLE1061,202602,ZIP_0420, ,2026-02-16,,0,0,0,NO MMR
037-SAMPLE1062,CUSTOMER_0063,CLAIM_0396,1238322,State Farm,2026-02-02,2026-02-03,WESTERN,CA,Eastern,K. Chen,D. Williams,7130-01    - Downtown LA HLE,1,0,0,1,NO CONTACT,NO CONTACT,NO CONTACT,,ADJUSTER_0026,Service King,STF02,037-SAMPLE1062,202602,ZIP_0462, ,2026-02-03,,0,0,0,NO MMR
037-SAMPLE1063,CUSTOMER_0064,CLAIM_0491,1238323,Geico,2026-02-16,2026-02-17,WESTERN,CA,Eastern,K. Chen,D. Williams,7130-01    - Downtown LA HLE,1,0,1,0,NO CONTACT,NO CONTACT,NO CONTACT,,ADJUSTER_0068,Maaco,STF02,037-SAMPLE1063,202602,ZIP_0391,MERGE RESERVATION,2026-02-17,,0,0,0,NO MMR
037-SAMPLE1064,CUSTOMER_0065,CLAIM_0306,1238322,State Farm,2026-02-16,2026-02-18,WESTERN,CA,Eastern,K. Chen,D. Williams,7130-01    - Downtown LA HLE,1,0,1,0,COUNTER,COUNTER,(a)<30min,,ADJUSTER_0011,ABRA Auto Body,STF02,037-SAMPLE1064,202602,ZIP_0436,,2026-02-18,2026-02-18 16:41:00,0,0,15,NO MMR
037-SAMPLE1065,CUSTOMER_0066,CLAIM_0486,1238324,Allstate,2026-01-26,2026-01-28,WESTERN,CA,Eastern,K. Chen,D. Williams,7130-01    - Downtown LA HLE,1,1,0,0,HRD - OKC,HRD - OKC,(c)1-3 hrs,,ADJUSTER_0027,Caliber Collision,STF02,037-SAMPLE1065,202601,ZIP_0064, ,2026-01-28,2026-01-29 17:50:00,0,2,0,NO MMR
