CONFIRM_NUM,RENTER_LAST,CLAIM,CDP,CDP NAME,Week Of,INIT_DATE,HTZREGION,SET_STATE,ZONE,AREA_MGR,GENERAL_MGR,RENT_LOC,RES_ID,RENT_IND,CANCEL_ID,UNUSED_IND,CONTACT_GROUP,New Contact Group,CONTACT RANGE,ADJ LNAME,ADJ FNAME,BODY SHOP,CODE,KNUM,MONTH,ZIP,CANCEL REASON,INIT_DT_FINAL,DT_FROM_ALPHA1,DAY_DIF,HRS_DIF,MIN_DIF,MMR
037-SAMPLE0511,CUSTOMER_0511,CLAIM_0511,1238321,CDP_0091,2026-02-09,2026-02-13,CENTRAL,CA,WC,AREA_MGR_0010,GEN_MGR_0022,7829-01    - SACRAMENTO NORTH HLE,1,0,0,1,HRD - OKC,HRD - OKC,(f)12-24 hrs,,ADJUSTER_0072,BODY_SHOP_0126,STF02,037-SAMPLE0611,202602,ZIP_0311, ,2026-02-13 07:30:00,2026-02-13 19:00:00,0.0,12.0,690.0,NO MMR
037-SAMPLE0512,CUSTOMER_0512,CLAIM_0512,1445055,CDP_0089,2026-02-16,2026-02-17,CENTRAL,CA,WC,AREA_MGR_0010,GEN_MGR_0022,5381-01    - ROSEVILLE HLE,1,0,1,0,COUNTER,COUNTER,(c)1-3 hrs,,ADJUSTER_0024,,PRO01,037-SAMPLE0612,202602,ZIP_0312,CUSTOMER CANCELLED,2026-02-17 10:52:00,2026-02-17 12:00:00,0.0,1.0,68.0,NO MMR
037-SAMPLE0513,CUSTOMER_0513,CLAIM_0513,1835059,CDP_0068,2026-02-16,2026-02-18,CENTRAL,CA,WC,AREA_MGR_0010,GEN_MGR_0022,5346-01    - FOLSOM HLE,1,0,1,0,COUNTER,COUNTER,(b)31min - 1hr,,ADJUSTER_0217,,STF02,037-SAMPLE0613,202602,ZIP_0313,NO SHOW,2026-02-18 15:15:00,2026-02-18 15:55:00,0.0,1.0,40.0,MMR
037-SAMPLE0514,CUSTOMER_0514,CLAIM_0514,1936832,CDP_0058,2026-02-16,2026-02-19,CENTRAL,CA,WC,AREA_MGR_0010,GEN_MGR_0022,7719-01    - ELK GROVE HLE,1,0,0,1,NO CONTACT,NO CONTACT,NO CONTACT,,ADJUSTER_0178,,MER01,037-SAMPLE0614,202602,ZIP_0314, ,2026-02-19 11:00:00,,,,,NO MMR
037-SAMPLE0515,CUSTOMER_0515,CLAIM_0515,1162232,CDP_0094,2026-02-16,2026-02-20,CENTRAL,CA,WC,AREA_MGR_0010,GEN_MGR_0022,7797-01    - DAVIS HLE,1,0,1,0,HRD - OKC,HRD - OKC,(e)6-12 hrs,,ADJUSTER_0070,BODY_SHOP_0275,STF02,037-SAMPLE0615,202602,ZIP_0315,UNABLE TO REACH,2026-02-20 08:00:00,2026-02-20 16:30:00,0.0,9.0,510.0,NO MMR
037-SAMPLE0516,CUSTOMER_0516,CLAIM_0516,2289202,CDP_0016,2026-01-26,2026-01-22,WESTERN,CA,SPAC,AREA_MGR_0033,GEN_MGR_0019,7130-01    - DOWNTOWN LA HLE,1,0,1,0,COUNTER,COUNTER,(c)1-3 hrs,,ADJUSTER_0255,BODY_SHOP_0121,GNL01,037-SAMPLE0616,202601,ZIP_0316,CUSTOMER CANCELLED,2026-01-22 13:35:00,2026-01-22 15:20:00,0.0,2.0,105.0,NO MMR
037-SAMPLE0517,CUSTOMER_0517,CLAIM_0517,1238321,CDP_0091,2026-02-02,2026-02-01,WESTERN,CA,SPAC,AREA_MGR_0009,GEN_MGR_0056,5725-01    - SANTA MONICA HLE,1,0,1,0,HRD - OKC,HRD - OKC,(d)3-6 hrs,,ADJUSTER_0072,,STF02,037-SAMPLE0617,202602,ZIP_0317,NO SHOW,2026-02-01 10:23:00,2026-02-01 14:00:00,0.0,4.0,217.0,MMR
037-SAMPLE0518,CUSTOMER_0518,CLAIM_0518,1513243,CDP_0064,2026-02-02,2026-02-03,WESTERN,CA,SPAC,AREA_MGR_0033,GEN_MGR_0019,7112-10    - PASADENA HLE,1,0,0,1,COUNTER,COUNTER,(a)<30min,,ADJUSTER_0148,BODY_SHOP_0139,GNL01,037-SAMPLE0618,202602,ZIP_0318, ,2026-02-03 16:42:00,2026-02-03 17:05:00,0.0,0.0,23.0,NO MMR
037-SAMPLE0519,CUSTOMER_0519,CLAIM_0519,1162232,CDP_0094,2026-02-09,2026-02-07,WESTERN,CA,SPAC,AREA_MGR_0009,GEN_MGR_0056,7616-04    - LONG BEACH HLE,1,0,1,0,COUNTER,COUNTER,(b)31min - 1hr,,ADJUSTER_0070,,STF02,037-SAMPLE0619,202602,ZIP_0319,CUSTOMER CANCELLED,2026-02-07 09:04:00,2026-02-07 09:48:00,0.0,1.0,44.0,NO MMR
037-SAMPLE0520,CUSTOMER_0520,CLAIM_0520,1445055,CDP_0089,2026-02-09,2026-02-10,WESTERN,CA,SPAC,AREA_MGR_0033,GEN_MGR_0019,5725-02    - ANAHEIM HLE,1,0,1,0,COUNTER,COUNTER,(c)1-3 hrs,,ADJUSTER_0024,BODY_SHOP_0112,PRO01,037-SAMPLE0620,202602,ZIP_0320,NO SHOW,2026-02-10 12:09:00,2026-02-10 13:30:00,0.0,1.0,81.0,MMR
037-SAMPLE0521,CUSTOMER_0521,CLAIM_0521,1874818,CDP_0088,2026-02-09,2026-02-11,WESTERN,CA,SPAC,AREA_MGR_0009,GEN_MGR_0056,6831-01    - SAN DIEGO CENTRAL HLE,1,0,0,1,HRD - OKC,HRD - OKC,(c)1-3 hrs,,ADJUSTER_0207,,GNL01,037-SAMPLE0621,202602,ZIP_0321, ,2026-02-11 14:00:00,2026-02-11 15:45:00,0.0,2.0,105.0,NO MMR
037-SAMPLE0522,CUSTOMER_0522,CLAIM_0522,1936832,CDP_0058,2026-02-16,2026-02-14,WESTERN,CA,SPAC,AREA_MGR_0033,GEN_MGR_0019,5894-02    - LA JOLLA HLE,1,0,1,0,NO CONTACT,NO CONTACT,NO CONTACT,,ADJUSTER_0155,BODY_SHOP_0222,STF02,037-SAMPLE0622,202602,ZIP_0322, ,2026-02-14 17:00:00,,,,,NO MMR
037-SAMPLE0523,CUSTOMER_0523,CLAIM_0523,2254353,CDP_0095,2026-02-16,2026-02-15,WESTERN,CA,SPAC,AREA_MGR_0009,GEN_MGR_0056,7130-02    - CARLSBAD HLE,1,0,1,0,COUNTER,COUNTER,(b)31min - 1hr,,ADJUSTER_0255,,STF02,037-SAMPLE0623,202602,ZIP_0323,CUSTOMER CANCELLED,2026-02-15 11:30:00,2026-02-15 12:15:00,0.0,1.0,45.0,NO MMR
037-SAMPLE0524,CUSTOMER_0524,CLAIM_0524,1238321,CDP_0091,2026-02-16,2026-02-17,WESTERN,CA,SPAC,AREA_MGR_0033,GEN_MGR_0019,7601-01    - MISSION VALLEY HLE,1,0,0,1,COUNTER,COUNTER,(a)<30min,,ADJUSTER_0072,BODY_SHOP_0056,STF02,037-SAMPLE0624,202602,ZIP_0324, ,2026-02-17 08:19:00,2026-02-17 08:40:00,0.0,0.0,21.0,NO MMR
037-SAMPLE0525,CUSTOMER_0525,CLAIM_0525,1162232,CDP_0094,2026-02-16,2026-02-18,WESTERN,CA,SPAC,AREA_MGR_0009,GEN_MGR_0056,5669-01    - CHULA VISTA HLE,1,0,1,0,HRD - OKC,HRD - OKC,(c)1-3 hrs,,ADJUSTER_0070,BODY_SHOP_0126,STF02,037-SAMPLE0625,202602,ZIP_0325,UNABLE TO REACH,2026-02-18 13:02:00,2026-02-18 14:30:00,0.0,1.0,88.0,NO MMR
037-SAMPLE0526,CUSTOMER_0526,CLAIM_0526,1835059,CDP_0068,2026-02-23,2026-02-21,CENTRAL,CA,WC,AREA_MGR_0010,GEN_MGR_0022,7829-01    - SACRAMENTO NORTH HLE,1,0,0,1,NO CONTACT,NO CONTACT,NO CONTACT,,ADJUSTER_0217,,PRO01,037-SAMPLE0626,202602,ZIP_0326, ,2026-02-21 15:32:00,,,,,NO MMR
037-SAMPLE0527,CUSTOMER_0527,CLAIM_0527,1445055,CDP_0089,2026-01-26,2026-01-24,CENTRAL,CA,WC,AREA_MGR_0010,GEN_MGR_0022,5381-01    - ROSEVILLE HLE,1,0,1,0,COUNTER,COUNTER,(c)1-3 hrs,,ADJUSTER_0024,BODY_SHOP_0256,PRO01,037-SAMPLE0627,202601,ZIP_0327,CUSTOMER CANCELLED,2026-01-24 10:00:00,2026-01-24 11:40:00,0.0,2.0,100.0,NO MMR
037-SAMPLE0528,CUSTOMER_0528,CLAIM_0528,1936832,CDP_0058,2026-02-02,2026-02-01,CENTRAL,CA,WC,AREA_MGR_0010,GEN_MGR_0022,5346-01    - FOLSOM HLE,1,0,0,1,COUNTER,COUNTER,(b)31min - 1hr,,ADJUSTER_0178,,MER01,037-SAMPLE0628,202602,ZIP_0328, ,2026-02-01 09:15:00,2026-02-01 09:50:00,0.0,1.0,35.0,NO MMR
037-SAMPLE0529,CUSTOMER_0529,CLAIM_0529,1238321,CDP_0091,2026-02-09,2026-02-10,CENTRAL,CA,WC,AREA_MGR_0010,GEN_MGR_0022,7719-01    - ELK GROVE HLE,1,0,1,0,HRD - OKC,HRD - OKC,(f)12-24 hrs,,ADJUSTER_0072,,STF02,037-SAMPLE0629,202602,ZIP_0329,UNABLE TO REACH,2026-02-10 08:30:00,2026-02-10 22:00:00,0.0,14.0,810.0,NO MMR
037-SAMPLE0530,CUSTOMER_0530,CLAIM_0530,1513243,CDP_0064,2026-02-09,2026-02-12,CENTRAL,CA,WC,AREA_MGR_0010,GEN_MGR_0022,7797-01    - DAVIS HLE,1,0,1,0,COUNTER,COUNTER,(d)3-6 hrs,,ADJUSTER_0148,BODY_SHOP_0139,GNL01,037-SAMPLE0630,202602,ZIP_0330,CUSTOMER CANCELLED,2026-02-12 14:52:00,2026-02-12 19:00:00,0.0,4.0,248.0,NO MMR
037-SAMPLE0531,CUSTOMER_0531,CLAIM_0531,1162232,CDP_0094,2026-02-16,2026-02-14,WESTERN,CA,SPAC,AREA_MGR_0033,GEN_MGR_0019,7130-01    - DOWNTOWN LA HLE,1,0,0,1,COUNTER,COUNTER,(a)<30min,,ADJUSTER_0070,BODY_SHOP_0112,STF02,037-SAMPLE0631,202602,ZIP_0331, ,2026-02-14 11:00:00,2026-02-14 11:22:00,0.0,0.0,22.0,NO MMR
037-SAMPLE0532,CUSTOMER_0532,CLAIM_0532,1874818,CDP_0088,2026-02-16,2026-02-15,WESTERN,CA,SPAC,AREA_MGR_0009,GEN_MGR_0056,5725-01    - SANTA MONICA HLE,1,0,1,0,COUNTER,COUNTER,(c)1-3 hrs,,ADJUSTER_0207,,GNL01,037-SAMPLE0632,202602,ZIP_0332,CUSTOMER CANCELLED,2026-02-15 13:35:00,2026-02-15 15:00:00,0.0,1.0,85.0,NO MMR
037-SAMPLE0533,CUSTOMER_0533,CLAIM_0533,2289202,CDP_0016,2026-02-16,2026-02-17,WESTERN,CA,SPAC,AREA_MGR_0033,GEN_MGR_0019,7112-10    - PASADENA HLE,1,0,1,0,NO CONTACT,NO CONTACT,NO CONTACT,,ADJUSTER_0255,BODY_SHOP_0275,GNL01,037-SAMPLE0633,202602,ZIP_0333, ,2026-02-17 10:23:00,,,,,NO MMR
037-SAMPLE0534,CUSTOMER_0534,CLAIM_0534,2254353,CDP_0095,2026-02-23,2026-02-20,WESTERN,CA,SPAC,AREA_MGR_0009,GEN_MGR_0056,7616-04    - LONG BEACH HLE,1,0,1,0,HRD - OKC,HRD - OKC,(e)6-12 hrs,,ADJUSTER_0155,,STF02,037-SAMPLE0634,202602,ZIP_0334,NO SHOW,2026-02-20 09:00:00,2026-02-20 17:30:00,0.0,9.0,510.0,MMR
037-SAMPLE0535,CUSTOMER_0535,CLAIM_0535,1238321,CDP_0091,2026-02-23,2026-02-21,WESTERN,CA,SPAC,AREA_MGR_0033,GEN_MGR_0019,5725-02    - ANAHEIM HLE,1,0,0,1,COUNTER,COUNTER,(b)31min - 1hr,,ADJUSTER_0072,BODY_SHOP_0121,STF02,037-SAMPLE0635,202602,ZIP_0335, ,2026-02-21 14:52:00,2026-02-21 15:30:00,0.0,1.0,38.0,NO MMR
037-SAMPLE0536,CUSTOMER_0536,CLAIM_0536,1445055,CDP_0089,2026-02-23,2026-02-22,WESTERN,CA,SPAC,AREA_MGR_0009,GEN_MGR_0056,6831-01    - SAN DIEGO CENTRAL HLE,1,0,1,0,COUNTER,COUNTER,(a)<30min,,ADJUSTER_0024,BODY_SHOP_0056,PRO01,037-SAMPLE0636,202602,ZIP_0336,CUSTOMER CANCELLED,2026-02-22 08:19:00,2026-02-22 08:35:00,0.0,0.0,16.0,NO MMR
037-SAMPLE0537,CUSTOMER_0537,CLAIM_0537,1835059,CDP_0068,2026-02-23,2026-02-23,WESTERN,CA,SPAC,AREA_MGR_0033,GEN_MGR_0019,5894-02    - LA JOLLA HLE,1,0,1,0,COUNTER,COUNTER,(c)1-3 hrs,,ADJUSTER_0217,BODY_SHOP_0222,STF02,037-SAMPLE0637,202602,ZIP_0337,UNABLE TO REACH,2026-02-23 12:09:00,2026-02-23 13:45:00,0.0,2.0,96.0,NO MMR
037-SAMPLE0538,CUSTOMER_0538,CLAIM_0538,1936832,CDP_0058,2026-02-23,2026-02-24,WESTERN,CA,SPAC,AREA_MGR_0009,GEN_MGR_0056,7130-02    - CARLSBAD HLE,1,0,0,1,HRD - OKC,HRD - OKC,(d)3-6 hrs,,ADJUSTER_0178,,MER01,037-SAMPLE0638,202602,ZIP_0338, ,2026-02-24 07:30:00,2026-02-24 11:00:00,0.0,4.0,210.0,NO MMR
037-SAMPLE0539,CUSTOMER_0539,CLAIM_0539,1162232,CDP_0094,2026-01-19,2026-01-23,WESTERN,CA,SPAC,AREA_MGR_0033,GEN_MGR_0019,7601-01    - MISSION VALLEY HLE,1,0,1,0,NO CONTACT,NO CONTACT,NO CONTACT,,ADJUSTER_0070,,STF02,037-SAMPLE0639,202601,ZIP_0339, ,2026-01-23 17:00:00,,,,,NO MMR
037-SAMPLE0540,CUSTOMER_0540,CLAIM_0540,2289202,CDP_0016,2026-01-26,2026-01-25,WESTERN,CA,SPAC,AREA_MGR_0009,GEN_MGR_0056,5669-01    - CHULA VISTA HLE,1,0,1,0,COUNTER,COUNTER,(b)31min - 1hr,,ADJUSTER_0255,BODY_SHOP_0126,STF02,037-SAMPLE0640,202601,ZIP_0340,CUSTOMER CANCELLED,2026-01-25 15:15:00,2026-01-25 15:55:00,0.0,1.0,40.0,NO MMR
037-SAMPLE0541,CUSTOMER_0541,CLAIM_0541,1238321,CDP_0091,2026-02-02,2026-02-03,CENTRAL,CA,WC,AREA_MGR_0010,GEN_MGR_0022,7829-01    - SACRAMENTO NORTH HLE,1,0,0,1,COUNTER,COUNTER,(c)1-3 hrs,,ADJUSTER_0072,BODY_SHOP_0139,STF02,037-SAMPLE0641,202602,ZIP_0341, ,2026-02-03 13:35:00,2026-02-03 15:20:00,0.0,2.0,105.0,NO MMR
037-SAMPLE0542,CUSTOMER_0542,CLAIM_0542,1513243,CDP_0064,2026-02-02,2026-02-04,CENTRAL,CA,WC,AREA_MGR_0010,GEN_MGR_0022,5381-01    - ROSEVILLE HLE,1,0,1,0,HRD - OKC,HRD - OKC,(f)12-24 hrs,,ADJUSTER_0148,,GNL01,037-SAMPLE0642,202602,ZIP_0342,UNABLE TO REACH,2026-02-04 08:00:00,2026-02-04 22:15:00,0.0,14.0,855.0,NO MMR
037-SAMPLE0543,CUSTOMER_0543,CLAIM_0543,1874818,CDP_0088,2026-02-09,2026-02-09,CENTRAL,CA,WC,AREA_MGR_0010,GEN_MGR_0022,5346-01    - FOLSOM HLE,1,0,1,0,COUNTER,COUNTER,(a)<30min,,ADJUSTER_0207,BODY_SHOP_0112,GNL01,037-SAMPLE0643,202602,ZIP_0343,NO SHOW,2026-02-09 09:04:00,2026-02-09 09:20:00,0.0,0.0,16.0,MMR
037-SAMPLE0544,CUSTOMER_0544,CLAIM_0544,1162232,CDP_0094,2026-02-09,2026-02-11,CENTRAL,CA,WC,AREA_MGR_0010,GEN_MGR_0022,7719-01    - ELK GROVE HLE,1,0,0,1,HRD - OKC,HRD - OKC,(c)1-3 hrs,,ADJUSTER_0070,BODY_SHOP_0256,STF02,037-SAMPLE0644,202602,ZIP_0344, ,2026-02-11 10:23:00,2026-02-11 12:00:00,0.0,2.0,97.0,NO MMR
037-SAMPLE0545,CUSTOMER_0545,CLAIM_0545,2254353,CDP_0095,2026-02-16,2026-02-16,CENTRAL,CA,WC,AREA_MGR_0010,GEN_MGR_0022,7797-01    - DAVIS HLE,1,0,1,0,COUNTER,COUNTER,(b)31min - 1hr,,ADJUSTER_0155,BODY_SHOP_0275,STF02,037-SAMPLE0645,202602,ZIP_0345,CUSTOMER CANCELLED,2026-02-16 14:00:00,2026-02-16 14:35:00,0.0,1.0,35.0,NO MMR
037-SAMPLE0546,CUSTOMER_0546,CLAIM_0546,1445055,CDP_0089,2026-02-23,2026-02-22,WESTERN,CA,SPAC,AREA_MGR_0033,GEN_MGR_0019,7130-01    - DOWNTOWN LA HLE,1,0,1,0,COUNTER,COUNTER,(c)1-3 hrs,,ADJUSTER_0024,,PRO01,037-SAMPLE0646,202602,ZIP_0346,NO SHOW,2026-02-22 12:32:00,2026-02-22 14:00:00,0.0,1.0,88.0,MMR
037-SAMPLE0547,CUSTOMER_0547,CLAIM_0547,1835059,CDP_0068,2026-02-23,2026-02-23,WESTERN,CA,SPAC,AREA_MGR_0009,GEN_MGR_0056,5725-01    - SANTA MONICA HLE,1,0,0,1,COUNTER,COUNTER,(a)<30min,,ADJUSTER_0217,BODY_SHOP_0121,STF02,037-SAMPLE0647,202602,ZIP_0347, ,2026-02-23 09:00:00,2026-02-23 09:18:00,0.0,0.0,18.0,NO MMR
037-SAMPLE0548,CUSTOMER_0548,CLAIM_0548,1238321,CDP_0091,2026-02-23,2026-02-24,WESTERN,CA,SPAC,AREA_MGR_0033,GEN_MGR_0019,7112-10    - PASADENA HLE,1,0,1,0,HRD - OKC,HRD - OKC,(e)6-12 hrs,,ADJUSTER_0072,BODY_SHOP_0056,STF02,037-SAMPLE0648,202602,ZIP_0348,UNABLE TO REACH,2026-02-24 08:16:00,2026-02-24 16:00:00,0.0,8.0,464.0,NO MMR
037-SAMPLE0549,CUSTOMER_0549,CLAIM_0549,1936832,CDP_0058,2026-02-23,2026-02-25,WESTERN,CA,SPAC,AREA_MGR_0009,GEN_MGR_0056,7616-04    - LONG BEACH HLE,1,0,1,0,COUNTER,COUNTER,(c)1-3 hrs,,ADJUSTER_0178,BODY_SHOP_0222,MER01,037-SAMPLE0649,202602,ZIP_0349,CUSTOMER CANCELLED,2026-02-25 11:30:00,2026-02-25 13:00:00,0.0,2.0,90.0,NO MMR
037-SAMPLE0550,CUSTOMER_0550,CLAIM_0550,1162232,CDP_0094,2026-02-23,2026-02-25,WESTERN,CA,SPAC,AREA_MGR_0033,GEN_MGR_0019,5725-02    - ANAHEIM HLE,1,0,0,1,NO CONTACT,NO CONTACT,NO CONTACT,,ADJUSTER_0070,,STF02,037-SAMPLE0650,202602,ZIP_0350, ,2026-02-25 14:52:00,,,,,NO MMR
